order_id,distance_km,traffic_level,weather,time_of_day,day_of_week,area_type,package_weight_kg,num_stops,rider_experience_years,rider_rating,vehicle_type,is_peak_hour,fuel_level_pct,delivery_time_minutes
ORD102073,4.35,High,Clear,Night,Thu,Suburban,0.56,3,1.8,3.95,Motorcycle,0,43.5,31.8
ORD102074,3.51,High,Clear,Afternoon,Fri,Urban,0.68,0,10.2,3.51,Scooter,0,34.4,29.25
ORD102075,3.76,High,Clear,Night,Fri,Suburban,1.91,0,3.6,3.94,Scooter,0,57.4,24.63
ORD102076,1.88,Low,Clear,Morning,Wed,Suburban,1.62,0,0.3,4.2,Scooter,0,72.0,12.01
ORD102077,3.48,Medium,Rain,Afternoon,Tue,Urban,1.67,0,0.9,4.87,Motorcycle,0,80.7,24.67
ORD102078,3.43,Severe,Clear,Morning,Tue,Suburban,1.82,2,1.1,3.87,Motorcycle,0,67.1,39.39
ORD102079,2.11,High,Rain,Evening,Sun,Suburban,6.19,4,0.9,4.06,Electric_Two_Wheeler,0,57.4,46.32
ORD102080,8.84,Low,Clear,Evening,Mon,Urban,0.31,0,3.9,3.72,Scooter,0,80.0,37.74
ORD102081,7.81,Low,Rain,Evening,Tue,Urban,3.06,1,1.1,4.76,Scooter,1,56.6,48.57
ORD102082,1.71,Medium,Clear,Morning,Wed,Urban,0.73,2,1.7,4.12,Scooter,0,97.7,16.84
ORD102083,5.31,Severe,Clear,Morning,Fri,Suburban,1.14,1,1.9,4.16,Scooter,0,57.4,43.67
ORD102084,5.03,Medium,Rain,Morning,Mon,Rural,0.39,0,0.8,4.16,Motorcycle,0,38.6,29.0
ORD102085,4.61,Medium,Clear,Afternoon,Sat,Suburban,1.38,0,1.0,3.52,Electric_Two_Wheeler,0,50.2,22.0
ORD102086,3.44,Low,Rain,Evening,Fri,Urban,3.46,1,3.8,3.71,Scooter,1,54.1,33.49
ORD102087,4.57,High,Rain,Evening,Wed,Urban,0.41,1,5.0,3.92,Electric_Two_Wheeler,0,35.5,36.33
ORD102088,3.55,High,Clear,Evening,Mon,Urban,0.84,1,0.1,4.55,Scooter,0,24.3,32.92
ORD102089,2.56,Medium,Clear,Afternoon,Thu,Urban,1.13,0,2.3,3.3,Electric_Two_Wheeler,1,48.8,27.22
ORD102090,5.25,High,Clear,Afternoon,Tue,Urban,0.42,0,2.5,4.52,Scooter,1,90.7,38.33
ORD102091,1.09,Severe,Extreme_Heat,Morning,Wed,Urban,3.07,0,3.3,4.44,Electric_Two_Wheeler,0,33.0,26.37
ORD102092,6.2,Low,Rain,Morning,Mon,Urban,3.29,1,3.0,3.57,Scooter,0,42.6,34.72
ORD102093,4.0,Medium,Clear,Evening,Fri,Rural,3.81,0,5.2,4.17,Electric_Two_Wheeler,1,78.2,24.94
ORD102094,3.03,Low,,Evening,Mon,Suburban,1.95,1,0.2,4.77,Scooter,0,17.4,19.44
ORD102095,6.08,High,Clear,Morning,Thu,Suburban,1.62,1,1.2,3.87,Scooter,0,84.3,44.5
ORD102096,4.61,Medium,Fog,Morning,Wed,Urban,0.81,1,3.8,4.08,Motorcycle,0,74.8,32.08
ORD102097,8.87,Medium,Clear,Night,Mon,Rural,2.33,1,4.7,5.0,Scooter,0,59.5,34.81
ORD102098,7.31,High,Clear,Evening,Sat,Suburban,1.38,1,0.8,4.43,Motorcycle,1,28.9,46.75
ORD102099,2.13,Medium,Fog,Evening,Wed,Suburban,7.27,0,2.2,4.2,Electric_Two_Wheeler,0,18.3,27.69
ORD102100,2.89,Severe,Clear,Afternoon,Wed,Urban,7.1,1,0.5,4.11,Motorcycle,0,30.9,35.09
ORD102101,2.62,Medium,Clear,Afternoon,Fri,Urban,4.91,0,4.8,4.45,Motorcycle,1,78.5,26.6
ORD102102,2.63,Low,Extreme_Heat,Night,Sun,Urban,1.09,1,3.3,4.57,Scooter,0,94.0,22.85
ORD102103,9.88,High,Rain,Evening,Tue,Urban,1.12,0,0.6,3.44,Motorcycle,0,76.4,58.38
ORD102104,1.68,High,Clear,Afternoon,Sun,Suburban,4.03,0,2.4,3.41,Motorcycle,1,57.5,22.23
ORD102105,7.5,Medium,Clear,Evening,Sat,Rural,2.81,0,1.8,3.9,Electric_Two_Wheeler,1,95.6,32.84
ORD102106,10.04,High,Clear,Evening,Thu,Urban,2.64,1,0.7,4.24,Scooter,1,84.6,60.61
ORD102107,6.68,Severe,Clear,Afternoon,Mon,Urban,0.86,0,5.6,4.33,Motorcycle,1,69.0,45.33
ORD102108,5.56,Low,Fog,Afternoon,Sun,Suburban,3.78,2,0.4,3.62,Scooter,0,13.4,42.23
ORD102109,1.65,Severe,Clear,Morning,Tue,Urban,1.93,0,1.6,4.22,Scooter,0,35.9,27.0
ORD102110,1.47,Low,Rain,Morning,Fri,Suburban,1.38,0,2.2,4.27,Scooter,0,37.7,19.19
ORD102111,4.98,Low,Extreme_Heat,Evening,Tue,Suburban,4.21,1,4.3,3.96,Scooter,1,41.3,30.06
ORD102112,3.37,Low,Clear,Afternoon,Wed,Urban,1.2,1,0.4,4.09,Scooter,0,45.0,27.18
ORD102113,1.77,High,Clear,Evening,Wed,Suburban,2.32,1,2.3,4.01,Scooter,0,94.5,24.5
ORD102114,6.21,High,Clear,Night,Thu,Urban,1.45,4,0.0,4.49,Motorcycle,0,76.8,52.8
ORD102115,5.39,Low,Extreme_Heat,Morning,Sat,Suburban,2.0,0,4.3,4.3,Scooter,0,72.3,21.99
ORD102116,6.22,Medium,Fog,Afternoon,Mon,Suburban,0.28,0,0.7,3.84,Electric_Two_Wheeler,0,48.4,37.85
ORD102117,6.28,Medium,Clear,Evening,Mon,Suburban,1.44,2,3.2,4.68,Scooter,1,40.4,38.59
ORD102118,7.63,Low,Rain,Evening,Fri,Urban,1.83,0,2.3,3.75,Scooter,1,20.8,38.47
ORD102119,3.05,High,Clear,Evening,Thu,Urban,1.56,0,0.1,3.61,Motorcycle,0,50.8,25.21
ORD102120,1.89,High,Extreme_Heat,Afternoon,Mon,Urban,3.96,0,0.5,4.2,Motorcycle,0,28.5,28.28
ORD102121,9.59,Medium,Clear,Afternoon,Sat,Urban,0.95,0,0.8,4.2,Motorcycle,0,45.2,43.7
ORD102122,1.47,Severe,Clear,Evening,Wed,Suburban,4.51,1,5.4,4.33,Motorcycle,0,24.1,27.23
ORD102123,1.58,Medium,Fog,Night,Thu,Urban,1.23,1,1.6,3.83,Scooter,0,41.0,25.59
ORD102124,2.62,Severe,Clear,Afternoon,Tue,Suburban,2.57,2,6.1,4.66,Motorcycle,1,13.9,49.16
ORD102125,8.82,High,Clear,Night,Sun,Urban,0.38,1,0.1,4.99,Motorcycle,0,10.5,53.86
ORD102126,2.83,Medium,Clear,Afternoon,Sun,Urban,0.65,3,0.0,4.29,Scooter,1,88.3,30.5
ORD102127,1.59,Low,Clear,Night,Thu,Suburban,3.06,0,7.4,4.43,Motorcycle,0,67.7,6.6
ORD102128,2.16,High,,Evening,Thu,Urban,0.22,1,3.2,3.45,Motorcycle,0,62.9,23.8
ORD102129,2.12,Medium,Extreme_Heat,Afternoon,Sat,Suburban,7.12,1,3.8,4.13,Scooter,1,56.2,25.71
ORD102130,4.41,Low,Clear,Evening,Sat,Urban,0.62,0,6.2,4.02,Motorcycle,0,75.4,19.76
ORD102131,2.44,Low,Clear,Afternoon,Mon,Rural,4.83,0,10.4,3.96,Electric_Two_Wheeler,1,76.3,11.95
ORD102132,0.64,Medium,Rain,Afternoon,Sun,Suburban,1.65,2,0.3,4.04,Motorcycle,1,94.2,28.24
ORD102133,17.64,Medium,Clear,Morning,Fri,Suburban,1.86,0,0.4,4.08,Scooter,0,32.0,65.04
ORD102134,1.0,High,Clear,Morning,Fri,Urban,0.38,0,0.5,3.72,Electric_Two_Wheeler,0,80.7,13.46
ORD102135,1.36,High,Rain,Afternoon,Sat,Urban,1.11,0,4.3,4.11,Scooter,1,99.2,22.46
ORD102136,6.07,Low,Fog,Evening,Mon,Rural,0.54,4,1.1,3.88,Scooter,0,12.6,49.59
ORD102137,1.8,High,Rain,Evening,Mon,Suburban,1.69,2,2.2,4.62,Scooter,1,43.7,40.49
ORD102138,5.74,Low,Rain,Morning,Mon,Urban,1.8,0,4.8,4.43,Motorcycle,0,49.2,31.96
ORD102139,5.08,High,Clear,Night,Sat,Urban,2.67,1,2.9,4.43,Electric_Two_Wheeler,0,84.0,36.57
ORD102140,2.75,High,Extreme_Heat,Evening,Fri,Urban,4.41,1,0.2,4.69,Motorcycle,1,11.2,37.63
ORD102141,5.7,Medium,Clear,Night,Mon,Urban,1.46,0,1.5,3.97,Electric_Two_Wheeler,0,63.9,39.45
ORD102142,3.44,High,Rain,Evening,Sat,Suburban,0.73,0,0.2,4.41,Scooter,0,90.3,32.21
ORD102143,6.21,Medium,Clear,Morning,Tue,Urban,1.01,3,1.6,4.73,Scooter,0,23.3,50.42
ORD102144,8.82,Medium,Extreme_Heat,Afternoon,Tue,Urban,3.96,0,0.6,3.94,Motorcycle,0,20.4,50.83
ORD102145,1.73,High,,Evening,Wed,Suburban,0.52,0,0.0,3.49,Electric_Two_Wheeler,0,100.0,27.84
ORD102146,4.28,Medium,Rain,Morning,Tue,Urban,2.17,3,4.2,4.02,Motorcycle,0,84.3,39.62
ORD102147,4.45,Medium,Clear,Morning,Thu,Suburban,0.23,1,8.7,4.68,Scooter,0,72.8,24.3
ORD102148,4.37,Medium,Clear,Morning,Wed,Rural,0.76,0,8.3,3.92,Scooter,0,45.9,17.33
ORD102149,5.81,High,Rain,Afternoon,Tue,Urban,1.99,1,0.9,4.11,Scooter,1,86.9,51.37
ORD102150,5.14,Medium,Rain,Afternoon,Thu,Suburban,1.42,1,4.4,3.99,Scooter,1,93.0,41.05
ORD102151,1.61,Low,Clear,Afternoon,Tue,Urban,1.56,0,2.8,4.22,Scooter,1,75.9,11.84
ORD102152,1.8,High,Extreme_Heat,Morning,Sat,Urban,2.36,0,4.0,3.88,Electric_Two_Wheeler,0,45.8,31.38
ORD102153,3.2,High,Fog,Evening,Sun,Urban,0.73,0,4.7,3.71,Motorcycle,0,62.5,30.26
ORD102154,4.33,Low,Clear,Evening,Thu,Urban,0.86,1,9.8,4.12,Motorcycle,1,18.9,19.91
ORD102155,4.51,Low,Fog,Afternoon,Mon,Urban,2.51,0,0.4,4.19,Scooter,0,24.2,29.68
ORD102156,4.76,Low,Clear,Morning,Sat,Urban,1.75,1,3.7,4.75,Scooter,0,80.5,21.5
ORD102157,5.3,Medium,Clear,Morning,Sun,Suburban,0.23,0,3.3,4.33,Motorcycle,0,12.6,27.1
ORD102158,5.21,Medium,Clear,Afternoon,Thu,Suburban,2.42,0,0.8,3.83,Electric_Two_Wheeler,1,14.4,33.1
ORD102159,3.73,High,Clear,Morning,Sat,Rural,2.14,0,1.2,4.01,Motorcycle,0,55.7,25.83
ORD102160,8.86,High,Rain,Afternoon,Mon,Suburban,0.36,2,0.5,4.59,Electric_Two_Wheeler,1,25.3,63.51
ORD102161,1.51,Medium,Clear,Evening,Thu,Urban,2.95,1,6.1,4.13,Motorcycle,0,36.4,13.52
ORD102162,1.01,Medium,Rain,Afternoon,Thu,Urban,1.68,2,5.3,3.86,Scooter,0,45.9,23.58
ORD102163,4.21,High,Rain,Morning,Sun,Urban,0.66,0,2.4,4.33,Scooter,0,57.0,37.34
ORD102164,4.88,Medium,Rain,Afternoon,Sat,Urban,1.84,0,1.8,3.98,Motorcycle,1,35.5,35.66
ORD102165,4.21,Severe,Clear,Evening,Tue,Suburban,2.01,1,0.7,4.49,Scooter,0,53.5,32.3
ORD102166,2.77,Medium,Fog,Night,Thu,Urban,5.25,1,3.9,4.45,Scooter,0,43.4,32.14
ORD102167,5.04,Low,Clear,Evening,Tue,Urban,2.91,0,0.0,3.84,Scooter,1,17.3,29.16
ORD102168,2.06,High,Clear,Evening,Thu,Urban,0.92,2,1.6,5.0,Scooter,1,88.0,31.76
ORD102169,1.41,Medium,Clear,Afternoon,Fri,Urban,0.45,0,4.9,4.25,Electric_Two_Wheeler,0,35.3,13.7
ORD102170,7.32,High,Clear,Afternoon,Wed,Urban,4.04,0,2.4,3.23,Scooter,0,64.8,40.27
ORD102171,2.58,Low,Fog,Night,Tue,Urban,3.94,0,2.5,4.45,Scooter,0,61.3,25.51
ORD102172,4.1,Low,Clear,Morning,Tue,Suburban,0.59,1,0.2,3.26,Motorcycle,0,27.9,18.14
ORD102173,2.39,High,Rain,Night,Sun,Urban,0.33,1,0.8,4.72,Motorcycle,0,12.7,41.98
ORD102174,2.64,Low,Clear,Evening,Mon,Suburban,2.69,3,2.8,4.32,Motorcycle,1,87.1,24.18
ORD102175,6.41,High,Clear,Evening,Fri,Urban,2.76,0,0.1,4.24,Electric_Two_Wheeler,0,54.8,36.58
ORD102176,3.88,Low,Extreme_Heat,Morning,Mon,Urban,0.59,2,1.0,4.27,Motorcycle,0,47.3,26.7
ORD102177,3.91,Medium,Rain,Evening,Fri,Suburban,2.41,0,1.1,4.5,Motorcycle,0,78.7,27.91
ORD102178,1.39,High,Clear,Afternoon,Fri,Suburban,0.85,2,1.7,4.07,Scooter,1,13.0,32.77
ORD102179,3.69,Medium,Clear,Morning,Sat,Urban,0.8,0,1.1,4.26,Motorcycle,0,78.9,23.3
ORD102180,2.33,Medium,Clear,Afternoon,Sat,Suburban,0.98,2,1.5,4.31,Motorcycle,0,46.8,24.53
ORD102181,13.15,Low,Clear,Night,Sat,Urban,1.67,0,2.0,3.11,Motorcycle,0,59.6,56.36
ORD102182,2.18,Low,Rain,Afternoon,Thu,Urban,3.46,1,0.3,4.5,Electric_Two_Wheeler,0,77.7,23.67
ORD102183,8.71,Medium,Rain,Afternoon,Sun,Suburban,1.58,0,0.5,4.57,Motorcycle,1,59.2,52.27
ORD102184,4.24,High,Clear,Morning,Mon,Suburban,0.91,1,4.5,4.45,Motorcycle,0,15.6,26.47
ORD102185,1.73,Severe,Extreme_Heat,Evening,Wed,Urban,4.51,0,1.5,4.42,Scooter,1,75.6,28.65
ORD102186,6.4,High,Clear,Evening,Fri,Urban,0.31,0,1.1,4.9,Scooter,0,80.8,37.84
ORD102187,8.4,High,Clear,Evening,Fri,Suburban,3.39,1,1.4,4.25,Scooter,0,51.6,45.1
ORD102188,10.76,High,Clear,Afternoon,Sun,Urban,3.27,0,0.5,4.26,Scooter,1,49.5,56.48
ORD102189,4.56,High,Rain,Afternoon,Tue,Urban,0.78,0,0.7,4.01,Scooter,0,32.7,36.98
ORD102190,2.34,Low,Clear,Evening,Thu,Urban,0.64,0,1.8,3.5,Scooter,1,68.0,22.15
ORD102191,2.31,Severe,Clear,Morning,Wed,Rural,4.35,2,1.1,4.45,Motorcycle,0,89.4,36.85
ORD102192,4.73,High,Clear,Night,Sat,Urban,1.84,0,1.6,4.05,Motorcycle,0,69.0,30.25
ORD102193,1.37,Medium,Clear,Evening,Fri,Suburban,0.29,0,0.4,3.5,Motorcycle,1,79.4,19.74
ORD102194,1.79,Low,Fog,Afternoon,Tue,Suburban,4.63,0,0.4,4.24,Motorcycle,1,85.4,26.84
ORD102195,3.9,Medium,Clear,Afternoon,Mon,Urban,1.06,0,1.2,4.22,Scooter,1,30.4,24.55
ORD102196,6.26,Medium,Clear,Evening,Fri,Suburban,1.04,0,1.2,4.17,Electric_Two_Wheeler,1,46.2,31.41
ORD102197,3.16,High,Rain,Morning,Tue,Rural,2.26,0,5.4,4.32,Scooter,0,49.2,30.39
ORD102198,10.63,Medium,Extreme_Heat,Afternoon,Mon,Urban,2.37,2,0.1,3.64,Electric_Two_Wheeler,1,60.3,57.33
ORD102199,5.04,Medium,Extreme_Heat,Evening,Thu,Urban,1.07,0,12.4,4.66,Scooter,0,14.4,25.14
ORD102200,3.0,Severe,Clear,Afternoon,Sat,Rural,0.51,1,7.8,4.44,Motorcycle,1,63.0,31.79
ORD102201,2.36,Low,Clear,Evening,Sun,Suburban,1.81,0,2.0,4.76,Scooter,0,18.0,17.55
ORD102202,1.86,Medium,Clear,Morning,Mon,Urban,2.16,0,3.2,4.04,Scooter,0,82.6,12.04
ORD102203,5.77,Low,Clear,Evening,Fri,Suburban,4.14,0,6.8,4.44,Scooter,1,96.7,29.04
ORD102204,2.21,High,Extreme_Heat,Morning,Wed,Suburban,1.53,0,0.7,3.52,Motorcycle,0,36.1,23.48
ORD102205,4.74,Severe,Clear,Morning,Mon,Suburban,2.28,0,0.9,3.93,Scooter,0,55.6,42.07
ORD102206,1.57,Low,Clear,Night,Wed,Rural,0.31,0,0.3,3.72,Motorcycle,0,84.1,10.44
ORD102207,1.79,High,Clear,Evening,Wed,Urban,4.7,1,2.1,4.37,Scooter,1,38.3,32.56
ORD102208,3.68,Low,Clear,Afternoon,Mon,Urban,0.99,0,0.4,3.82,Scooter,0,24.2,20.45
ORD102209,1.8,Severe,Rain,Morning,Sun,Suburban,2.2,0,6.7,4.09,Electric_Two_Wheeler,0,76.5,29.79
ORD102210,7.49,High,Clear,Evening,Sun,Urban,5.16,0,1.4,4.26,Electric_Two_Wheeler,0,72.9,41.27
ORD102211,1.19,High,Clear,Afternoon,Thu,Suburban,3.53,1,6.3,4.1,Motorcycle,0,61.3,20.01
ORD102212,1.61,Low,Clear,Night,Sun,Urban,2.23,1,0.6,3.74,Scooter,0,95.0,13.55
ORD102213,7.85,Severe,Clear,Night,Mon,Urban,2.63,1,3.0,4.92,Scooter,0,96.0,55.28
ORD102214,7.1,High,Clear,Evening,Sun,Urban,5.27,0,2.6,,Electric_Two_Wheeler,1,87.5,52.6
ORD102215,7.9,Medium,Rain,Afternoon,Tue,Suburban,3.54,4,1.3,4.93,Scooter,0,36.4,54.41
ORD102216,1.93,High,Clear,Afternoon,Sat,Suburban,2.08,0,5.7,3.85,Motorcycle,0,30.3,21.28
ORD102217,3.61,Low,Rain,Evening,Wed,Urban,2.35,1,1.4,4.12,Scooter,0,85.2,29.57
ORD102218,4.24,High,Extreme_Heat,Morning,Sat,Urban,0.52,1,0.6,4.3,Electric_Two_Wheeler,0,68.6,28.05
ORD102219,3.15,Low,,Afternoon,Fri,Urban,1.47,1,9.4,4.88,Scooter,1,45.7,27.01
ORD102220,5.4,High,Extreme_Heat,Morning,Wed,Suburban,0.92,0,1.5,4.93,Scooter,0,46.9,35.63
ORD102221,6.8,Medium,Clear,Morning,Fri,Urban,1.33,0,0.6,4.09,Motorcycle,0,86.8,30.04
ORD102222,3.52,Low,Clear,Morning,Tue,Suburban,2.37,2,1.1,3.97,Electric_Two_Wheeler,0,24.7,17.8
ORD102223,1.71,Low,Clear,Afternoon,Tue,Urban,0.52,0,2.4,4.26,Electric_Two_Wheeler,1,95.0,17.62
ORD102224,5.3,Low,Fog,Evening,Sat,Urban,0.24,0,1.8,4.75,Motorcycle,1,67.0,42.53
ORD102225,4.05,Medium,Extreme_Heat,Afternoon,Tue,Suburban,1.21,0,2.5,4.32,Motorcycle,1,81.2,28.5
ORD102226,6.34,Medium,Fog,Afternoon,Mon,Urban,0.98,0,2.7,4.39,Motorcycle,1,43.4,43.6
ORD102227,5.41,Medium,Clear,Morning,Wed,Urban,1.29,0,0.3,4.74,Motorcycle,0,62.8,36.57
ORD102228,8.12,Low,Extreme_Heat,Evening,Fri,Urban,5.55,0,0.9,4.68,Electric_Two_Wheeler,1,77.5,45.83
ORD102229,4.0,Low,Clear,Afternoon,Sun,Urban,2.66,0,3.5,4.69,Motorcycle,1,49.2,20.15
ORD102230,9.42,High,Clear,Evening,Sat,Urban,0.99,2,2.6,4.55,Motorcycle,1,53.9,57.39
ORD102231,9.12,Low,Clear,Night,Sat,Urban,0.6,0,0.2,4.84,Motorcycle,0,62.4,45.42
ORD102232,5.88,Severe,Clear,Morning,Tue,Suburban,2.13,2,0.9,3.81,Motorcycle,0,15.7,46.79
ORD102233,6.91,High,Clear,Morning,Tue,Suburban,2.34,0,6.7,5.0,Electric_Two_Wheeler,0,87.7,32.37
ORD102234,8.17,High,Clear,Afternoon,Fri,Suburban,1.52,0,5.0,4.72,Scooter,1,88.0,45.72
ORD102235,3.31,Medium,Clear,Night,Wed,Urban,0.68,0,2.8,4.24,Scooter,0,35.3,19.98
ORD102236,8.26,High,Rain,Evening,Wed,Suburban,0.26,0,0.2,4.74,Motorcycle,1,89.2,52.95
ORD102237,4.78,Low,Fog,Night,Sat,Suburban,0.82,0,2.3,4.16,Scooter,0,77.1,28.93
ORD102238,6.05,Low,Rain,Afternoon,Fri,Urban,1.42,1,0.0,4.49,Motorcycle,0,53.5,36.6
ORD102239,6.65,Low,Clear,Night,Sat,Suburban,3.3,1,2.7,4.54,Electric_Two_Wheeler,0,41.3,33.04
ORD102240,5.88,High,Fog,Morning,Sun,Rural,4.04,1,3.3,4.64,Motorcycle,0,45.9,36.76
ORD102241,4.18,Low,Extreme_Heat,Morning,Thu,Urban,1.27,1,1.7,4.12,Electric_Two_Wheeler,0,58.1,27.18
ORD102242,7.36,Medium,Clear,Night,Wed,Rural,3.38,0,0.0,4.65,Scooter,0,47.1,27.54
ORD102243,15.09,Severe,Clear,Night,Fri,Urban,10.23,0,2.7,4.12,Electric_Two_Wheeler,0,47.8,83.24
ORD102244,15.74,High,Clear,Morning,Sun,Urban,2.72,1,4.3,,Motorcycle,0,28.3,72.55
ORD102245,5.02,Medium,Clear,Morning,Fri,Urban,2.81,0,2.2,4.29,Scooter,0,73.7,33.28
ORD102246,7.79,Low,Rain,Morning,Sat,Suburban,5.01,0,3.1,3.57,Motorcycle,0,64.9,33.72
ORD102247,15.24,High,Fog,Morning,Tue,Urban,1.03,0,0.2,4.01,Electric_Two_Wheeler,0,99.3,77.61
ORD102248,3.07,Medium,Clear,Morning,Fri,Suburban,0.22,1,3.1,4.64,Scooter,0,22.7,25.41
ORD102249,6.0,Low,Fog,Night,Sat,Suburban,8.88,0,2.4,4.18,Motorcycle,0,20.2,31.03
ORD102250,6.12,Low,Fog,Evening,Mon,Suburban,1.55,1,1.0,4.79,Electric_Two_Wheeler,0,56.4,40.95
ORD102251,14.64,Severe,Extreme_Heat,Evening,Tue,Urban,3.28,0,2.9,3.81,Scooter,1,23.7,81.26
ORD102252,8.92,High,Clear,Evening,Tue,Rural,3.55,0,2.6,4.58,Motorcycle,1,65.0,43.91
ORD102253,4.17,High,Extreme_Heat,Afternoon,Wed,Suburban,1.21,2,2.3,4.28,Motorcycle,1,27.7,43.87
ORD102254,4.53,High,Clear,Evening,Thu,Urban,1.76,2,0.5,4.2,Scooter,0,53.5,37.73
ORD102255,2.51,Medium,Clear,Evening,Wed,Suburban,1.75,0,0.9,3.83,Motorcycle,0,65.0,14.87
ORD102256,1.86,Medium,Clear,Afternoon,Mon,Suburban,0.7,1,11.9,4.38,Scooter,0,51.2,15.4
ORD102257,5.68,Medium,Clear,Evening,Sat,Suburban,0.45,0,1.4,3.9,Motorcycle,1,38.8,25.68
ORD102258,5.31,Medium,Rain,Afternoon,Tue,Urban,1.77,0,0.2,4.05,Scooter,0,80.4,30.67
ORD102259,3.64,Medium,Clear,Evening,Tue,Urban,0.46,0,5.7,4.24,Scooter,1,86.9,25.53
ORD102260,2.41,High,Clear,Night,Sun,Urban,1.05,0,0.5,,Motorcycle,0,35.0,28.37
ORD102261,3.11,Medium,Clear,Afternoon,Fri,Urban,0.61,2,1.3,4.71,Scooter,1,83.2,37.49
ORD102262,12.37,High,Rain,Evening,Thu,Suburban,2.65,0,0.8,3.26,Scooter,0,45.2,62.2
ORD102263,2.24,Medium,Clear,Morning,Thu,Rural,4.31,1,8.3,4.23,Motorcycle,0,53.9,11.57
ORD102264,1.43,Medium,Fog,Evening,Fri,Rural,1.93,1,1.2,4.15,Electric_Two_Wheeler,1,30.9,30.81
ORD102265,5.84,Medium,Clear,Afternoon,Mon,Suburban,1.26,1,3.1,4.3,Electric_Two_Wheeler,0,66.3,27.77
ORD102266,3.02,Medium,Clear,Morning,Thu,Suburban,11.59,0,2.3,4.08,Motorcycle,0,19.1,24.3
ORD102267,6.59,High,Clear,Afternoon,Tue,Urban,0.24,0,0.1,4.71,Electric_Two_Wheeler,1,63.2,46.51
ORD102268,6.11,Low,Clear,Evening,Mon,Suburban,0.93,0,1.2,4.2,Electric_Two_Wheeler,1,99.1,31.63
ORD102269,1.6,Medium,Clear,Morning,Wed,Urban,0.85,3,1.2,4.35,Scooter,0,77.8,29.89
ORD102270,5.73,Low,Clear,Night,Wed,Urban,1.08,1,11.5,4.66,Scooter,0,90.6,21.39
ORD102271,3.26,Medium,Extreme_Heat,Morning,Mon,Suburban,0.72,1,4.2,4.32,Scooter,0,51.8,21.86
ORD102272,7.41,Medium,Rain,Night,Tue,Urban,0.81,0,4.9,3.79,Motorcycle,0,22.8,45.52
ORD102273,7.41,High,Clear,Evening,Sun,Urban,0.8,2,0.9,4.13,Electric_Two_Wheeler,1,36.0,57.97
ORD102274,1.95,Severe,Clear,Afternoon,Wed,Suburban,1.61,0,1.0,,Motorcycle,0,14.4,29.64
ORD102275,1.51,Medium,Fog,Afternoon,Sat,Urban,1.19,2,1.8,3.64,Motorcycle,1,55.2,34.68
ORD102276,7.21,High,Clear,Evening,Tue,Urban,2.24,1,2.5,4.02,Scooter,1,68.5,52.08
ORD102277,6.68,Medium,Clear,Evening,Fri,Urban,1.64,0,3.3,4.27,Scooter,1,48.2,39.36
ORD102278,2.03,Medium,Rain,Evening,Thu,Urban,0.61,0,4.3,5.0,Motorcycle,1,60.7,28.67
ORD102279,7.27,Low,Rain,Afternoon,Sun,Urban,3.52,0,5.2,4.45,Electric_Two_Wheeler,1,38.9,38.14
ORD102280,3.83,Low,,Afternoon,Sun,Suburban,1.48,1,0.1,4.36,Scooter,1,17.7,32.02
ORD102281,0.95,Medium,Clear,Night,Mon,Urban,0.53,0,4.0,4.98,Electric_Two_Wheeler,0,48.9,11.35
ORD102282,2.86,Medium,Clear,Morning,Thu,Suburban,0.57,1,2.4,4.54,Scooter,0,59.3,17.07
ORD102283,3.03,Low,Rain,Afternoon,Fri,Urban,3.39,0,1.9,4.59,Motorcycle,0,98.4,19.64
ORD102284,0.75,Low,Clear,Afternoon,Wed,Urban,2.63,1,2.5,4.14,Motorcycle,1,41.3,14.39
ORD102285,8.19,Low,Clear,Evening,Sun,Suburban,1.61,0,5.3,3.79,Electric_Two_Wheeler,1,71.0,39.26
ORD102286,8.48,Severe,Clear,Evening,Sat,Suburban,0.93,0,2.0,4.4,Scooter,0,84.0,45.36
ORD102287,9.38,Medium,Clear,Afternoon,Tue,Suburban,1.43,0,0.4,5.0,Scooter,0,40.2,40.17
ORD102288,1.83,Medium,Extreme_Heat,Morning,Sun,Rural,2.22,0,1.4,4.91,Scooter,0,93.7,10.58
ORD102289,2.88,Low,Fog,Morning,Sun,Urban,4.43,2,6.5,4.56,Electric_Two_Wheeler,0,40.5,31.99
ORD102290,3.39,Medium,Rain,Afternoon,Tue,Urban,1.82,0,4.2,4.03,Scooter,0,97.3,24.08
ORD102291,1.58,Low,Clear,Afternoon,Fri,Suburban,0.85,0,0.6,3.68,Scooter,1,10.2,18.94
ORD102292,4.81,Low,Clear,Night,Mon,Urban,0.29,0,3.1,3.97,Motorcycle,0,67.1,23.31
ORD102293,2.11,Medium,Clear,Afternoon,Sun,Urban,0.59,1,0.7,4.39,Motorcycle,1,81.1,27.8
ORD102294,3.98,Low,Clear,Afternoon,Sun,Urban,2.3,1,1.1,4.11,Motorcycle,1,35.2,29.37
ORD102295,2.5,Low,Extreme_Heat,Night,Thu,Suburban,0.55,1,1.6,4.7,Electric_Two_Wheeler,0,20.5,25.82
ORD102296,5.66,Low,,Afternoon,Sat,Urban,1.51,0,1.5,3.7,Motorcycle,0,12.2,28.32
ORD102297,6.99,Low,Clear,Evening,Wed,Urban,2.6,0,0.1,4.25,Electric_Two_Wheeler,1,16.7,45.08
