distance_km,package_weight_kg,num_stops,rider_experience_years,rider_rating,is_peak_hour,fuel_level_pct,delivery_time_minutes,traffic_level_Low,traffic_level_Medium,traffic_level_Severe,weather_Extreme_Heat,weather_Fog,weather_Rain,time_of_day_Evening,time_of_day_Morning,time_of_day_Night,day_of_week_Mon,day_of_week_Sat,day_of_week_Sun,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,area_type_Suburban,area_type_Urban,vehicle_type_Motorcycle,vehicle_type_Scooter
8.79,3.13,1,3.7,4.71,0,92.3,39.59,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
5.19,1.35,0,1.5,3.45,0,43.4,33.65,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
3.18,3.05,0,4.4,4.61,1,34.3,34.58,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
12.74,0.42,2,0.8,3.59,0,64.2,65.22,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False
2.57,1.89,2,1.4,3.98,0,34.4,31.7,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
5.48,2.4,0,5.3,4.4,0,52.1,29.52,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
11.17,1.13,0,2.1,4.48,1,31.5,50.62,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
5.73,1.08,1,11.5,4.66,0,90.6,21.39,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
3.71,1.27,2,0.2,4.54,0,52.7,26.6,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
12.69,1.49,0,1.5,4.27,1,69.9,56.53,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3.07,2.25,2,0.5,4.61,0,33.7,30.77,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
3.12,3.22,0,1.6,4.78,0,20.7,12.47,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
3.99,6.54,1,1.2,4.59,1,87.1,28.64,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
10.27,0.96,1,1.3,4.02,1,28.8,57.22,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True
3.17,3.76,1,5.0,4.09,1,96.4,28.28,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
4.07,1.59,0,0.9,4.17,0,42.6,28.61,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
9.59,2.75,1,1.7,4.12,0,18.4,63.27,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
5.59,0.78,1,2.0,4.49,0,74.0,38.91,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1.38,1.05,0,3.7,4.38,0,57.9,22.61,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
13.02,2.96,1,1.9,4.0,0,43.1,52.7,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
5.17,3.79,1,2.6,4.61,0,74.8,30.71,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
4.01,3.47,1,3.0,4.55,1,59.9,43.79,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
4.17,0.67,2,1.3,4.36,0,23.0,33.6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
1.41,0.45,0,4.9,4.25,0,35.3,13.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6.93,0.65,1,0.0,4.45,0,94.1,47.91,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2.05,1.39,1,1.3,4.9,0,42.0,15.78,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
2.06,1.47,1,2.3,4.29,0,96.7,23.87,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
1.79,0.94,0,12.2,4.03,1,43.2,31.83,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
4.18,1.27,1,1.7,4.12,0,58.1,27.18,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
9.83,0.63,0,5.1,3.93,0,40.3,38.6,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
4.01,2.64,1,4.6,4.56,0,93.4,16.25,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
4.21,0.66,0,2.4,4.33,0,57.0,37.34,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
11.16,0.48,1,0.7,4.4,0,31.0,62.05,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
12.03,2.57,1,0.1,4.33,1,51.2,63.93,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
4.85,1.99,0,2.3,4.64,0,58.4,35.66,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
10.1,0.58,0,8.0,4.05,1,35.7,43.83,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
7.41,0.81,0,4.9,3.79,0,22.8,45.52,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
4.36,1.93,1,0.2,3.62,1,42.2,52.86,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
6.31,1.01,0,0.4,4.11,1,80.5,44.44,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True
2.39,1.67,2,0.7,3.82,1,50.4,28.57,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
5.4,0.55,0,2.1,4.28,0,37.7,25.42,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1.29,6.02,0,5.8,4.77,0,28.8,8.05,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
3.63,0.73,1,8.7,4.43,0,91.2,26.67,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3.86,0.31,0,2.9,3.91,1,80.0,39.72,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
2.3,0.23,1,0.9,4.52,0,36.1,29.79,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
4.05,3.62,0,1.0,4.4,1,21.3,25.99,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
2.14,1.14,0,3.8,4.78,0,70.8,12.9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10.11,1.0,0,0.4,4.71,0,70.4,45.58,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
4.4,6.08,0,13.4,4.34,1,35.1,29.79,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
10.48,1.41,0,5.2,4.36,1,50.2,46.02,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
4.92,0.26,0,7.1,3.9,0,47.0,31.27,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
11.73,4.23,1,0.2,4.5,1,58.0,56.06,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
6.41,2.64,1,2.1,3.71,0,74.7,29.52,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
7.39,0.78,0,3.7,4.23,1,29.7,46.71,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
1.33,1.75,1,6.2,3.96,0,44.3,13.1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2.14,0.86,0,2.2,4.47,1,41.9,27.12,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
3.07,4.97,2,3.4,4.3,0,70.8,42.18,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.4,1.11,0,9.1,4.42,0,28.1,34.08,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
4.88,2.08,1,1.7,4.28,0,56.6,36.39,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1.76,0.75,2,2.8,3.66,1,30.6,25.49,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
0.98,1.26,0,4.3,4.24,0,23.0,14.82,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
2.55,2.68,0,0.5,4.6,0,83.5,26.2,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
3.99,1.64,0,2.7,4.38,0,13.2,37.67,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
4.76,1.59,0,0.9,3.68,0,99.1,24.3,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1.36,2.26,0,0.3,4.46,0,48.3,8.87,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
1.26,5.3,0,0.0,4.52,0,72.3,22.52,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2.8,5.36,1,0.7,4.67,1,14.0,30.38,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
6.8,4.27,0,5.1,4.22,0,44.4,38.25,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
4.94,1.09,0,0.6,3.7,0,80.1,26.19,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
4.06,4.94,0,4.1,5.0,0,46.6,36.26,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
7.69,1.12,1,5.5,4.4,1,34.8,45.22,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
4.52,0.75,1,4.3,4.16,0,35.4,43.79,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
5.15,0.6,3,0.5,4.53,1,17.7,42.26,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False
1.79,3.1,0,1.7,4.67,0,99.7,18.15,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2.81,2.19,0,10.6,4.77,1,54.5,13.39,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
9.61,1.11,1,0.2,4.4,0,15.4,51.29,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1.54,0.53,1,4.1,4.26,1,64.9,25.42,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False
7.62,1.74,0,2.4,3.79,0,51.3,43.06,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
4.32,0.4,2,3.9,4.65,0,93.3,33.26,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
2.52,2.22,0,2.2,4.4,0,24.2,25.14,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3.81,1.52,1,0.4,3.81,0,13.4,28.46,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1.32,3.24,1,3.2,4.21,1,42.2,13.96,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5.11,1.29,1,3.7,4.75,0,81.9,30.38,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True
6.51,4.49,0,6.8,4.5,1,35.3,37.43,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
3.25,0.41,1,6.0,4.85,0,99.6,19.12,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
6.76,0.45,2,2.4,4.03,1,88.7,36.85,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
4.58,2.69,1,0.1,4.5,0,60.0,28.78,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3.09,1.91,0,1.4,4.41,0,43.4,23.26,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
2.96,2.23,0,2.7,4.01,0,99.8,20.88,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
5.33,0.71,0,0.2,5.0,1,64.4,32.37,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
7.23,0.6,0,0.6,3.98,1,80.0,24.32,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4.17,1.21,2,2.3,4.28,1,27.7,43.87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
3.55,0.69,0,4.0,4.31,0,83.1,26.77,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
3.02,0.66,0,5.6,5.0,0,54.1,17.64,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
3.45,0.51,0,2.6,4.55,0,71.6,29.25,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
5.93,1.05,0,3.5,3.91,1,24.8,48.57,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
5.35,2.05,0,0.1,4.66,0,25.0,37.9,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
1.43,4.24,0,3.7,3.74,1,29.0,18.38,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
3.89,0.84,3,2.2,4.07,1,75.3,53.54,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1.75,4.67,1,2.4,3.98,0,12.0,26.47,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
4.1,4.11,2,4.4,3.99,0,15.1,42.37,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
3.34,5.94,0,0.8,4.18,0,71.5,28.63,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4.11,5.12,1,3.2,3.14,0,28.0,24.31,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
6.28,4.27,0,6.6,4.12,0,29.8,40.19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
7.79,5.01,0,3.1,3.57,0,64.9,33.72,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
4.44,0.26,2,0.5,4.4,1,70.8,41.05,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
2.68,0.28,0,2.9,3.87,0,20.3,22.75,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2.04,3.07,1,0.3,4.14,0,74.2,21.36,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
1.66,0.61,0,0.2,4.35,0,52.1,14.34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1.03,4.24,1,3.5,5.0,0,10.5,16.27,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
5.81,3.44,0,1.1,4.28,1,31.3,38.88,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
6.43,2.45,1,1.0,4.3,0,89.7,41.38,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
2.13,13.58,0,7.5,3.96,0,55.9,20.89,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
4.69,0.52,0,1.9,3.39,1,62.1,36.17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2.82,7.95,0,0.2,4.34,0,97.0,18.4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1.95,0.86,0,0.4,4.6,0,20.0,12.07,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
4.75,4.08,0,0.7,4.14,1,23.8,43.38,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2.21,0.98,2,5.2,5.0,0,44.4,38.5,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
5.4,5.25,0,1.6,4.62,0,91.8,33.17,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
4.71,1.52,1,5.0,4.3,0,46.5,26.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
5.2,4.43,0,0.5,4.73,0,68.1,36.37,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5.74,0.53,1,2.6,4.05,1,41.4,30.85,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.08,1.02,0,1.8,3.55,0,96.0,24.08,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
12.85,1.64,2,1.4,3.34,1,61.7,77.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
9.94,9.69,0,1.9,4.32,0,59.1,41.55,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
2.49,0.78,1,0.3,4.19,0,46.1,17.86,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
5.12,9.82,0,0.1,4.9,0,65.0,26.81,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
10.63,3.38,0,6.5,4.3,1,95.0,57.67,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
9.72,2.56,0,3.8,4.31,1,28.4,50.92,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2.16,1.2,0,2.1,4.66,0,50.3,16.27,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1.72,1.05,3,4.5,4.12,0,23.0,17.38,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
3.89,1.6,3,1.2,3.87,0,49.1,35.08,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3.27,3.08,0,2.2,4.53,0,77.0,19.72,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
9.6,1.66,0,4.3,4.66,1,11.4,48.02,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
4.97,2.65,0,1.2,4.25,1,46.8,45.97,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
5.58,0.39,0,2.7,4.12,1,23.9,29.93,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
3.18,1.16,0,1.0,4.74,0,54.3,24.49,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
1.17,2.14,1,1.6,4.68,0,86.8,23.2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.72,3.15,0,7.8,4.61,0,27.1,8.49,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.57,2.4,1,2.4,4.4,1,42.0,19.17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
4.04,3.89,0,0.0,4.3,0,82.0,24.24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.72,2.13,1,4.9,3.0,0,33.0,33.18,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1.76,0.3,0,3.1,4.14,0,35.9,17.45,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
2.46,5.57,1,0.5,4.17,1,58.1,35.68,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
5.2,0.9,1,2.6,5.0,0,76.1,30.46,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5.13,2.63,1,4.3,4.74,1,53.0,29.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
4.22,6.88,1,0.7,4.33,1,91.0,34.03,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
9.09,0.24,0,0.5,4.16,0,67.8,38.51,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
4.68,0.45,0,2.4,4.32,1,57.1,41.43,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
1.3,1.8,1,5.1,4.29,0,30.5,18.51,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
2.02,6.14,1,3.2,3.7,1,97.9,30.67,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
3.92,1.77,0,3.0,4.37,0,80.1,25.52,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
4.23,1.59,0,1.8,4.05,0,23.0,26.26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.17,0.61,2,3.0,4.59,1,71.0,64.68,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
3.78,1.98,0,2.3,4.52,1,28.3,40.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
4.81,0.96,2,0.6,4.21,0,44.3,36.8,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
7.08,0.31,1,0.4,4.86,1,90.6,43.17,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
7.46,1.23,0,3.2,3.78,1,49.2,42.3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2.92,2.75,0,3.2,3.76,0,80.8,27.5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1.68,1.44,1,1.3,4.72,1,57.6,27.22,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.93,0.26,1,0.5,4.55,1,47.5,24.27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2.86,0.4,0,0.9,3.98,1,35.1,25.6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
6.43,3.34,0,0.3,4.29,0,51.6,43.97,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
4.35,0.3,1,0.1,5.0,0,64.8,35.28,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
2.93,1.42,1,3.2,4.62,0,40.3,15.17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2.83,0.65,3,0.0,4.29,1,88.3,30.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
3.66,3.36,1,1.3,4.31,1,28.4,44.41,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
6.6,6.65,0,4.7,4.26,0,34.9,30.04,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
2.19,2.11,4,0.8,4.29,1,80.5,41.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
14.64,0.58,1,5.1,4.51,0,66.4,67.51,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
3.52,1.12,2,10.8,3.34,1,25.9,30.71,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
4.21,0.68,0,2.9,4.08,0,91.6,23.92,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
3.18,1.54,1,1.9,3.23,1,47.6,35.79,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
6.0,2.47,0,1.7,4.39,0,48.2,36.13,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
3.73,2.64,1,3.0,4.92,0,36.2,24.97,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1.94,5.12,1,12.3,4.11,1,41.7,23.97,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
11.18,7.2,0,1.6,3.69,0,21.9,58.05,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
2.29,1.44,0,3.3,4.12,1,14.6,21.02,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
1.15,1.59,0,1.9,3.87,1,76.1,12.89,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6.72,0.46,1,8.8,4.26,0,72.1,26.78,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
4.65,0.85,1,0.3,4.42,0,35.7,29.69,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
4.02,2.42,0,0.6,4.31,0,53.4,24.7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
5.68,0.45,0,1.4,3.9,1,38.8,25.68,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
7.92,0.42,1,0.3,4.42,1,59.9,43.21,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
6.26,0.26,3,2.6,4.94,0,10.9,61.71,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
3.05,2.31,1,0.3,4.64,0,17.9,27.38,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3.61,2.27,0,10.0,4.55,0,57.6,12.22,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
2.35,4.06,0,0.7,4.36,0,27.7,13.76,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
3.29,1.48,0,5.0,3.47,0,40.3,20.06,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False
3.56,1.91,1,1.6,3.97,0,51.6,38.63,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
6.15,3.95,1,0.5,3.75,0,48.2,34.26,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
5.59,2.79,1,1.1,4.28,0,85.7,40.01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
6.65,3.3,1,2.7,4.54,0,41.3,33.04,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1.95,6.01,1,3.6,3.43,0,30.3,14.03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3.37,1.02,0,1.4,4.8,0,34.9,36.01,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False
5.88,0.33,0,2.5,4.7,0,18.9,22.19,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1.08,0.33,0,2.0,4.81,0,45.2,19.23,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
6.58,4.9,1,2.7,5.0,0,24.9,40.74,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3.19,1.12,3,0.5,4.36,0,96.1,41.64,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
18.24,0.67,0,1.1,4.65,0,44.3,75.48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
3.46,1.17,0,3.5,4.39,1,28.9,22.55,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1.59,5.44,0,1.4,3.86,0,66.5,18.1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
5.03,0.39,0,0.8,4.16,0,38.6,29.0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
5.29,1.78,2,1.4,3.74,1,98.2,42.71,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False
4.51,2.87,1,8.5,4.54,0,93.2,43.93,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
4.78,0.43,1,0.5,4.57,0,75.1,32.09,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
5.31,1.64,0,0.5,4.63,1,76.8,28.35,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1.63,3.16,1,0.5,3.84,1,48.2,26.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
