EmployeeID,Age,Gender,Department,JobRole,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TrainingTimesLastYear,Attrition
412,48,Female,Sales,Sales Executive,Human Resources,Divorced,Travel_Rarely,8783.0,0,0,1.0,Yes,3,3.0,4,0,3,Yes
413,52,Female,Sales,Sales Executive,Other,Single,Travel_Rarely,8850.0,0,0,4.0,No,4,1.0,4,0,2,Yes
414,30,Male,Sales,Sales Executive,Human Resources,Married,Travel_Rarely,3092.0,10,7,3.0,No,1,3.0,3,6,7,Yes
415,37,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,1000.0,0,0,1.0,No,3,3.0,3,3,4,No
416,45,Female,Sales,Sales Representative,Human Resources,Married,Travel_Rarely,11828.0,1,0,10.0,No,3,2.0,3,2,2,Yes
417,23,Female,Sales,Manager,Medical,Divorced,Non-Travel,1000.0,5,4,1.0,No,2,2.0,3,2,1,Yes
418,46,Male,Sales,Sales Representative,Medical,Single,Travel_Rarely,8146.0,0,0,9.0,No,4,1.0,3,2,5,No
419,40,Male,Sales,Sales Representative,Medical,Single,Non-Travel,1000.0,0,0,23.0,No,2,3.0,3,2,3,No
420,47,Male,Research & Development,Research Director,Marketing,Married,Travel_Rarely,10035.0,8,5,1.0,No,4,2.0,4,3,3,No
421,26,Male,Research & Development,Laboratory Technician,Marketing,Married,Travel_Rarely,11321.0,8,3,12.0,No,3,4.0,3,2,2,No
422,54,Female,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,7583.0,12,6,5.0,No,4,2.0,3,3,0,No
423,28,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,13327.0,2,0,5.0,No,3,2.0,3,0,1,No
424,39,Male,Research & Development,Research Scientist,Other,Divorced,Travel_Rarely,3982.0,1,0,1.0,No,3,2.0,3,1,8,No
425,34,Female,Research & Development,Research Scientist,Human Resources,Married,Travel_Rarely,7659.0,4,3,1.0,No,4,2.0,2,3,3,Yes
426,33,Female,Sales,Sales Representative,Life Sciences,Single,Travel_Rarely,12108.0,3,1,14.0,No,2,3.0,3,5,2,Yes
427,29,Male,Human Resources,Human Resources,Technical Degree,Married,Travel_Rarely,12314.0,8,2,11.0,Yes,3,4.0,3,2,2,No
428,39,Female,Human Resources,HR Manager,Life Sciences,Divorced,Travel_Rarely,4809.0,5,1,1.0,Yes,4,3.0,2,5,4,No
429,35,Male,Research & Development,Research Director,Technical Degree,Single,Travel_Frequently,6729.0,0,0,16.0,No,1,3.0,3,8,1,Yes
430,29,Male,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Frequently,7046.0,11,9,4.0,No,4,3.0,3,1,0,No
431,36,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,10641.0,2,0,4.0,No,3,3.0,4,3,2,Yes
432,43,Female,Sales,Sales Representative,Medical,Divorced,Travel_Rarely,10116.0,4,3,6.0,No,2,3.0,3,1,2,No
433,36,Male,Research & Development,Laboratory Technician,Marketing,Married,Travel_Rarely,5726.0,0,0,19.0,No,4,1.0,2,0,2,No
434,21,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,5200.0,3,2,7.0,No,1,3.0,4,3,1,No
435,27,Male,Human Resources,Human Resources,Technical Degree,Married,Travel_Rarely,7109.0,9,5,6.0,No,3,3.0,3,3,5,No
436,48,Male,Sales,Manager,Other,Married,Travel_Rarely,9326.0,13,10,14.0,No,3,3.0,3,1,4,No
437,35,Female,Human Resources,Human Resources,Life Sciences,Married,Non-Travel,8408.0,9,8,23.0,No,2,3.0,3,2,1,No
438,37,Female,Research & Development,Laboratory Technician,Other,Single,Travel_Rarely,1000.0,0,0,2.0,Yes,2,2.0,2,1,4,Yes
439,43,Female,Human Resources,HR Manager,Medical,Married,Travel_Rarely,5601.0,1,0,1.0,No,1,2.0,3,3,6,No
440,37,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Non-Travel,4926.0,1,0,8.0,No,4,3.0,4,5,2,No
441,50,Male,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,9536.0,2,1,2.0,Yes,2,3.0,3,4,4,No
442,36,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,13112.0,0,0,1.0,No,1,3.0,2,3,6,No
443,51,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,13772.0,0,0,20.0,No,3,3.0,3,4,1,No
444,41,Male,Research & Development,Research Director,Marketing,Single,Travel_Rarely,8333.0,2,1,1.0,No,3,3.0,4,1,2,No
445,46,Female,Research & Development,Manufacturing Director,Human Resources,Divorced,Travel_Rarely,1000.0,1,0,3.0,Yes,1,1.0,3,1,2,Yes
446,24,Male,Sales,Manager,Medical,Married,Travel_Frequently,8986.0,6,3,26.0,No,3,3.0,3,7,2,Yes
447,46,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,12444.0,2,1,3.0,No,3,3.0,4,1,1,No
448,40,Female,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,7676.0,20,6,9.0,Yes,1,3.0,4,0,3,No
449,47,Male,Sales,Manager,Other,Divorced,Travel_Rarely,5348.0,4,3,10.0,No,1,3.0,2,6,5,No
450,33,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,7306.0,9,8,13.0,Yes,4,2.0,3,3,3,No
451,32,Female,Research & Development,Research Scientist,Other,Divorced,Travel_Rarely,1463.0,1,0,16.0,No,3,1.0,3,2,3,No
452,37,Male,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,9708.0,3,2,9.0,Yes,4,3.0,2,2,5,No
453,37,Female,Sales,Manager,Medical,Married,Travel_Frequently,10172.0,3,2,5.0,Yes,3,4.0,3,5,5,Yes
454,18,Male,Research & Development,Research Director,Technical Degree,Divorced,Travel_Rarely,10828.0,0,0,1.0,Yes,4,2.0,3,2,3,Yes
455,35,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Frequently,1190.0,6,2,2.0,No,4,4.0,3,7,2,Yes
456,42,Female,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Frequently,7004.0,0,0,7.0,No,4,2.0,3,1,2,Yes
457,36,Female,Research & Development,Manufacturing Director,Life Sciences,Divorced,Non-Travel,4909.0,4,3,9.0,Yes,3,4.0,3,4,1,No
458,51,Male,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,9269.0,1,0,11.0,No,3,3.0,3,0,1,No
459,32,Female,Sales,Manager,Marketing,Divorced,Non-Travel,8735.0,5,4,3.0,No,3,4.0,3,3,3,No
460,45,Male,Human Resources,HR Manager,Other,Married,Travel_Rarely,4529.0,2,0,25.0,No,4,4.0,2,1,4,No
461,20,Female,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Frequently,9258.0,0,0,22.0,No,4,3.0,3,2,2,No
462,37,Male,Sales,Manager,Technical Degree,Married,Non-Travel,6893.0,3,2,6.0,No,1,4.0,3,2,4,Yes
463,35,Male,Human Resources,Human Resources,Life Sciences,Married,Non-Travel,9449.0,1,0,16.0,No,4,3.0,3,1,4,No
464,45,Male,Sales,Manager,Medical,Married,Travel_Rarely,8528.0,3,1,5.0,No,4,2.0,3,5,4,No
465,39,Male,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,8193.0,4,2,21.0,No,3,3.0,3,1,3,No
466,33,Female,Sales,Sales Executive,Technical Degree,Married,Non-Travel,12946.0,6,4,24.0,No,1,3.0,2,2,2,Yes
467,31,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Non-Travel,7879.0,0,0,1.0,Yes,1,3.0,3,2,3,Yes
468,27,Male,Sales,Sales Representative,Human Resources,Married,Travel_Rarely,9512.0,3,2,9.0,No,3,3.0,3,5,3,No
469,37,Male,Sales,Manager,Technical Degree,Married,Travel_Rarely,2071.0,1,0,3.0,No,2,3.0,2,2,4,Yes
470,51,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,6414.0,0,0,2.0,No,4,2.0,3,2,3,No
471,46,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,10892.0,1,0,2.0,Yes,4,3.0,3,4,1,Yes
472,38,Female,Research & Development,Laboratory Technician,Marketing,Divorced,Travel_Rarely,8199.0,0,0,10.0,No,1,3.0,2,4,2,Yes
473,33,Male,Research & Development,Laboratory Technician,Marketing,Single,Travel_Rarely,15369.0,9,5,16.0,No,1,4.0,3,2,4,No
474,30,Female,Research & Development,Research Director,Marketing,Divorced,Travel_Rarely,5868.0,3,1,27.0,Yes,4,3.0,3,0,4,Yes
475,50,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,1222.0,3,2,1.0,No,4,1.0,4,1,2,No
476,42,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,11082.0,4,2,5.0,No,4,2.0,1,4,1,No
477,28,Male,Sales,Sales Executive,Human Resources,Married,Travel_Rarely,7306.0,10,8,2.0,Yes,1,2.0,3,2,3,Yes
478,43,Female,Research & Development,Laboratory Technician,Medical,Divorced,Non-Travel,8582.0,20,10,2.0,No,2,1.0,4,2,6,Yes
479,44,Female,Research & Development,Manufacturing Director,Marketing,Married,Travel_Rarely,3290.0,6,3,22.0,No,3,3.0,3,3,1,Yes
480,46,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,6596.0,2,1,9.0,Yes,3,3.0,2,2,6,No
481,38,Male,Sales,Sales Representative,Human Resources,Divorced,Travel_Rarely,5143.0,0,0,1.0,No,3,1.0,3,2,1,No
482,34,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,8305.0,0,0,4.0,No,3,3.0,2,4,3,No
483,26,Female,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,8754.0,0,0,2.0,No,3,4.0,4,2,3,No
484,33,Female,Research & Development,Research Director,Technical Degree,Single,Travel_Frequently,8388.0,7,5,10.0,No,3,2.0,3,2,0,No
485,52,Female,Research & Development,Manufacturing Director,Human Resources,Married,Non-Travel,2349.0,0,0,5.0,No,4,4.0,3,2,4,No
486,18,Male,Research & Development,Laboratory Technician,Other,Single,Travel_Rarely,7351.0,0,0,23.0,No,3,3.0,3,3,1,Yes
487,33,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,8768.0,6,3,2.0,No,2,3.0,2,1,2,Yes
488,53,Male,Research & Development,Research Director,Marketing,Single,Travel_Rarely,2312.0,1,0,6.0,No,3,2.0,3,1,3,No
489,32,Female,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,6464.0,4,1,6.0,No,4,2.0,3,4,2,No
490,34,Female,Sales,Manager,Medical,Single,Travel_Rarely,6053.0,0,0,21.0,No,3,2.0,3,2,1,No
491,46,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,7236.0,3,1,2.0,No,2,3.0,3,3,7,No
492,42,Male,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Rarely,1448.0,1,0,8.0,No,3,3.0,3,3,0,Yes
493,25,Male,Human Resources,HR Manager,Medical,Married,Travel_Rarely,8612.0,0,0,1.0,No,2,4.0,3,2,3,Yes
494,33,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,7118.0,0,0,5.0,No,4,3.0,3,4,1,No
495,35,Male,Sales,Sales Representative,Human Resources,Married,Travel_Rarely,8646.0,10,8,1.0,No,2,2.0,4,2,5,No
496,33,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,7538.0,0,0,11.0,No,4,3.0,3,2,5,Yes
497,36,Male,Research & Development,Research Director,Technical Degree,Single,Travel_Rarely,4650.0,2,1,7.0,No,2,3.0,2,3,3,No
498,46,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,6356.0,2,1,7.0,Yes,3,3.0,3,1,1,No
499,27,Female,Sales,Manager,Marketing,Single,Travel_Frequently,10933.0,9,6,14.0,No,1,3.0,1,2,8,No
500,34,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Frequently,7674.0,9,3,7.0,Yes,3,4.0,2,4,1,Yes
501,52,Female,Research & Development,Laboratory Technician,Human Resources,Divorced,Travel_Rarely,4629.0,1,0,10.0,No,4,3.0,3,2,2,No
502,55,Male,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,13472.0,0,0,2.0,No,2,4.0,3,4,2,Yes
503,40,Female,Research & Development,Manufacturing Director,Human Resources,Single,Travel_Rarely,5248.0,9,7,1.0,Yes,1,3.0,3,2,2,No
504,29,Male,Research & Development,Research Director,Human Resources,Married,Travel_Rarely,11234.0,3,1,1.0,No,2,3.0,2,2,5,Yes
505,48,Male,Sales,Manager,Other,Married,Travel_Rarely,5628.0,1,0,5.0,Yes,4,2.0,3,1,4,Yes
506,28,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Frequently,12684.0,0,0,9.0,No,4,2.0,3,3,2,No
507,38,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,8356.0,8,6,3.0,Yes,4,2.0,3,3,4,No
508,40,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,10354.0,7,6,1.0,No,3,4.0,4,0,3,No
509,49,Female,Research & Development,Laboratory Technician,Human Resources,Single,Travel_Rarely,6142.0,2,1,17.0,No,2,1.0,3,2,0,Yes
510,38,Male,Sales,Manager,Human Resources,Married,Travel_Frequently,7306.0,2,0,17.0,Yes,4,3.0,3,2,2,Yes
511,23,Male,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,15899.0,5,3,8.0,No,3,3.0,2,1,0,No
512,51,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,6882.0,0,0,11.0,Yes,1,4.0,3,3,5,Yes
513,40,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,8634.0,0,0,11.0,No,4,4.0,3,1,1,No
514,30,Male,Sales,Manager,Other,Married,Travel_Rarely,5814.0,12,6,1.0,No,4,3.0,3,7,2,No
515,34,Female,Sales,Sales Representative,Technical Degree,Divorced,Travel_Rarely,3009.0,0,0,3.0,No,4,2.0,3,0,0,Yes
516,60,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,8775.0,1,0,2.0,No,4,3.0,3,2,2,No
517,49,Male,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,8057.0,0,0,1.0,No,4,3.0,4,0,5,No
518,44,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Frequently,2752.0,8,6,5.0,No,4,3.0,3,4,1,Yes
519,31,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,4801.0,0,0,1.0,Yes,2,3.0,3,1,2,No
520,52,Male,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,5134.0,7,5,5.0,No,1,4.0,3,6,3,Yes
521,43,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3356.0,4,1,1.0,No,2,3.0,3,1,1,Yes
522,52,Female,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,11594.0,25,9,1.0,No,4,4.0,3,6,3,No
523,38,Male,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Rarely,6420.0,2,1,5.0,Yes,1,1.0,3,1,2,No
524,40,Male,Sales,Manager,Marketing,Divorced,Travel_Frequently,6067.0,1,0,1.0,Yes,4,3.0,4,5,4,No
525,36,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,7969.0,0,0,6.0,No,2,3.0,3,4,4,Yes
526,33,Male,Human Resources,Human Resources,Marketing,Married,Travel_Frequently,6350.0,5,3,18.0,No,3,3.0,3,1,2,No
527,39,Male,Human Resources,HR Manager,Marketing,Single,Travel_Rarely,6748.0,0,0,2.0,No,4,3.0,3,2,3,No
528,48,Female,Research & Development,Research Scientist,Other,Divorced,Travel_Rarely,8832.0,1,0,15.0,No,2,4.0,2,1,0,No
529,42,Male,Sales,Sales Executive,Other,Married,Travel_Rarely,7742.0,1,0,11.0,No,4,4.0,3,2,3,Yes
530,41,Male,Sales,Manager,Medical,Single,Travel_Rarely,10784.0,0,0,4.0,No,2,3.0,2,6,2,Yes
531,43,Male,Research & Development,Manufacturing Director,Human Resources,Divorced,Travel_Rarely,4921.0,4,2,1.0,No,2,2.0,2,3,4,Yes
532,46,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Frequently,8165.0,0,0,1.0,Yes,1,4.0,4,6,8,Yes
533,41,Female,Research & Development,Manufacturing Director,Human Resources,Single,Travel_Rarely,13525.0,2,0,5.0,Yes,2,3.0,3,3,1,No
534,29,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,7306.0,10,6,1.0,No,1,3.0,3,1,0,No
535,25,Female,Research & Development,Research Director,Other,Married,Travel_Rarely,9163.0,2,1,4.0,Yes,2,3.0,3,2,1,Yes
536,43,Female,Research & Development,Manufacturing Director,Marketing,Married,Travel_Rarely,4185.0,5,4,1.0,No,4,2.0,3,4,5,No
537,53,Female,Sales,Sales Executive,Other,Married,Travel_Rarely,3618.0,0,0,16.0,No,3,3.0,1,6,1,Yes
538,30,Male,Sales,Manager,Life Sciences,Divorced,Travel_Frequently,5601.0,1,0,12.0,Yes,4,2.0,3,3,1,Yes
539,42,Male,Human Resources,Human Resources,Human Resources,Divorced,Travel_Rarely,5621.0,7,2,4.0,No,2,3.0,2,2,3,No
540,39,Male,Research & Development,Research Director,Other,Single,Travel_Rarely,14504.0,11,5,6.0,No,3,3.0,3,4,6,No
541,34,Male,Sales,Manager,Marketing,Married,Travel_Rarely,10148.0,16,6,1.0,Yes,3,3.0,3,2,5,No
542,18,Male,Sales,Manager,Human Resources,Divorced,Travel_Rarely,5782.0,0,0,14.0,No,4,3.0,2,0,6,Yes
543,29,Female,Research & Development,Laboratory Technician,Other,Single,Non-Travel,5659.0,7,6,12.0,No,2,2.0,2,4,3,No
544,32,Female,Sales,Manager,Human Resources,Married,Travel_Rarely,1922.0,0,0,12.0,No,2,2.0,2,0,6,Yes
545,35,Female,Human Resources,Human Resources,Other,Single,Travel_Rarely,4169.0,2,0,2.0,No,4,3.0,2,4,5,Yes
546,25,Female,Sales,Sales Executive,Technical Degree,Single,Travel_Rarely,5470.0,3,2,1.0,No,4,3.0,3,3,1,No
547,49,Male,Research & Development,Manufacturing Director,Human Resources,Married,Non-Travel,8036.0,1,0,3.0,No,4,3.0,3,3,3,No
548,35,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,5260.0,9,8,1.0,No,4,3.0,3,2,1,No
549,59,Male,Research & Development,Research Director,Life Sciences,Married,Non-Travel,3116.0,2,0,3.0,No,3,4.0,3,1,2,Yes
550,45,Female,Research & Development,Research Director,Human Resources,Single,Travel_Rarely,14254.0,6,3,1.0,Yes,3,3.0,2,2,1,No
551,44,Female,Research & Development,Laboratory Technician,Other,Married,Travel_Frequently,2658.0,0,0,15.0,No,1,1.0,2,5,4,Yes
552,47,Female,Sales,Sales Executive,Other,Married,Travel_Rarely,14101.0,2,1,8.0,No,2,4.0,2,1,3,No
553,37,Male,Research & Development,Research Director,Other,Single,Travel_Frequently,8187.0,5,1,2.0,Yes,3,2.0,3,1,0,No
554,21,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,3961.0,3,1,1.0,No,4,1.0,3,1,2,No
555,32,Female,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,2464.0,4,3,26.0,No,3,3.0,4,1,0,Yes
556,37,Male,Sales,Sales Representative,Life Sciences,Single,Travel_Frequently,7432.0,8,6,10.0,No,4,3.0,3,3,4,No
557,18,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3067.0,0,0,11.0,No,4,4.0,2,3,3,Yes
558,55,Male,Research & Development,Research Scientist,Technical Degree,Single,Non-Travel,6023.0,2,1,1.0,No,1,4.0,3,1,3,No
559,33,Female,Human Resources,Human Resources,Technical Degree,Married,Travel_Rarely,2474.0,4,1,2.0,No,4,2.0,2,2,2,No
560,39,Female,Research & Development,Laboratory Technician,Marketing,Single,Travel_Rarely,10862.0,3,1,4.0,Yes,4,4.0,2,2,3,No
561,41,Female,Human Resources,HR Manager,Technical Degree,Married,Travel_Frequently,1000.0,7,3,1.0,No,4,3.0,4,1,5,No
562,25,Male,Sales,Manager,Human Resources,Single,Travel_Frequently,3758.0,7,5,8.0,No,2,4.0,3,1,2,No
563,48,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,8624.0,7,6,5.0,No,4,2.0,3,3,3,Yes
564,48,Female,Sales,Sales Executive,Other,Single,Travel_Rarely,6255.0,3,1,8.0,No,3,1.0,2,1,1,No
565,35,Male,Research & Development,Research Director,Human Resources,Single,Non-Travel,4920.0,9,6,2.0,No,4,4.0,4,2,0,No
566,39,Male,Research & Development,Research Scientist,Technical Degree,Divorced,Travel_Rarely,4183.0,6,2,8.0,Yes,2,4.0,3,0,2,No
567,42,Male,Research & Development,Laboratory Technician,Human Resources,Divorced,Travel_Rarely,6702.0,5,4,3.0,Yes,4,1.0,4,1,4,Yes
568,18,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,10324.0,0,0,16.0,No,4,3.0,1,0,1,Yes
569,40,Male,Sales,Manager,Life Sciences,Married,Travel_Rarely,13757.0,2,1,14.0,No,3,4.0,3,2,7,No
570,28,Male,Research & Development,Laboratory Technician,Marketing,Divorced,Travel_Frequently,5830.0,10,5,7.0,No,3,4.0,3,2,7,No
571,25,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,5385.0,2,0,1.0,No,4,2.0,2,2,1,No
572,31,Male,Human Resources,Human Resources,Technical Degree,Single,Travel_Rarely,6071.0,3,2,6.0,Yes,4,3.0,4,3,2,No
573,45,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,10926.0,2,1,2.0,No,3,2.0,4,3,4,Yes
574,38,Male,Sales,Manager,Human Resources,Divorced,Travel_Rarely,3138.0,4,2,1.0,No,1,3.0,3,4,4,No
575,47,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,6700.0,1,0,24.0,No,4,3.0,2,5,1,Yes
576,35,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,8562.0,9,6,1.0,Yes,4,1.0,3,3,5,No
577,41,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,7340.0,1,0,29.0,No,2,2.0,2,4,4,Yes
578,29,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,11304.0,5,4,6.0,No,1,3.0,4,2,3,Yes
579,24,Male,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,9242.0,4,3,16.0,No,2,2.0,3,1,0,No
580,23,Female,Sales,Sales Representative,Marketing,Single,Travel_Rarely,7255.0,3,2,7.0,No,3,4.0,4,2,2,No
581,41,Male,Research & Development,Research Scientist,Medical,Divorced,Non-Travel,7544.0,2,1,6.0,Yes,4,4.0,3,2,5,No
582,20,Male,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,8331.0,1,0,8.0,No,4,4.0,2,2,3,No
583,45,Female,Sales,Sales Representative,Other,Married,Travel_Frequently,15839.0,7,4,15.0,Yes,4,2.0,3,4,6,No
584,32,Male,Research & Development,Research Director,Human Resources,Married,Travel_Rarely,1000.0,1,0,8.0,No,2,4.0,2,1,2,Yes
585,41,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,11095.0,10,8,3.0,No,2,2.0,2,3,5,No
586,47,Female,Research & Development,Laboratory Technician,Marketing,Single,Non-Travel,7624.0,1,0,7.0,No,2,3.0,3,0,2,Yes
587,47,Female,Sales,Sales Representative,Marketing,Divorced,Non-Travel,7020.0,1,0,1.0,No,2,2.0,3,0,2,No
588,37,Male,Research & Development,Research Scientist,Life Sciences,Single,Non-Travel,8109.0,5,2,4.0,No,2,2.0,3,3,2,No
589,26,Male,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,10742.0,1,0,1.0,Yes,2,3.0,2,3,5,No
590,39,Female,Research & Development,Research Director,Technical Degree,Divorced,Travel_Rarely,5894.0,2,1,2.0,Yes,2,1.0,4,3,3,Yes
591,33,Male,Sales,Sales Executive,Technical Degree,Divorced,Travel_Rarely,7137.0,2,1,10.0,No,3,4.0,4,1,4,No
592,35,Male,Research & Development,Research Director,Other,Married,Travel_Rarely,10913.0,7,6,3.0,No,4,2.0,2,3,1,No
593,41,Male,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,8240.0,4,1,5.0,No,2,3.0,4,5,1,No
594,50,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,1000.0,0,0,18.0,No,3,3.0,3,2,3,No
595,33,Male,Research & Development,Research Director,Medical,Married,Travel_Frequently,7306.0,4,2,6.0,No,3,2.0,4,1,0,No
596,41,Male,Research & Development,Research Director,Medical,Divorced,Travel_Rarely,10863.0,0,0,1.0,No,3,3.0,2,2,1,No
597,28,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3904.0,0,0,9.0,No,3,3.0,2,4,2,No
598,51,Male,Research & Development,Research Director,Technical Degree,Single,Travel_Rarely,5826.0,1,0,23.0,No,4,4.0,3,1,4,No
599,48,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Frequently,11032.0,0,0,30.0,No,4,2.0,2,1,1,Yes
600,24,Female,Sales,Manager,Technical Degree,Divorced,Travel_Rarely,4519.0,6,3,1.0,No,3,3.0,4,1,2,Yes
601,33,Female,Research & Development,Laboratory Technician,Other,Divorced,Travel_Frequently,12876.0,8,6,21.0,No,1,4.0,4,2,1,Yes
602,21,Male,Human Resources,Human Resources,Technical Degree,Divorced,Travel_Rarely,12034.0,3,1,4.0,No,2,4.0,3,4,3,Yes
603,60,Male,Research & Development,Laboratory Technician,Marketing,Single,Travel_Rarely,10033.0,5,3,1.0,Yes,4,2.0,2,3,3,No
604,33,Female,Sales,Manager,Marketing,Married,Travel_Rarely,4853.0,1,0,5.0,No,4,4.0,3,2,0,No
605,23,Female,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,7201.0,1,0,2.0,No,3,2.0,3,3,1,Yes
606,24,Female,Human Resources,HR Manager,Life Sciences,Married,Travel_Rarely,4019.0,2,0,1.0,No,4,3.0,3,3,3,No
607,34,Female,Human Resources,HR Manager,Medical,Single,Travel_Rarely,6194.0,2,1,7.0,No,4,3.0,2,1,3,No
608,49,Female,Research & Development,Manufacturing Director,Other,Single,Travel_Rarely,2914.0,6,1,25.0,No,2,4.0,3,1,1,Yes
609,24,Female,Sales,Sales Executive,Human Resources,Single,Travel_Rarely,14128.0,1,0,9.0,No,1,4.0,3,5,2,Yes
610,40,Male,Sales,Manager,Life Sciences,Divorced,Travel_Rarely,4078.0,4,1,1.0,Yes,1,3.0,2,2,4,Yes
611,38,Male,Human Resources,Human Resources,Other,Single,Non-Travel,7306.0,5,2,1.0,No,3,4.0,3,2,4,No
612,29,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,1000.0,4,3,1.0,Yes,3,3.0,3,2,3,Yes
613,55,Female,Research & Development,Manufacturing Director,Human Resources,Single,Travel_Rarely,4886.0,0,0,1.0,No,3,3.0,4,1,2,Yes
614,27,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Frequently,1701.0,4,2,7.0,Yes,4,3.0,3,2,1,No
615,36,Male,Research & Development,Research Director,Other,Single,Travel_Rarely,8389.0,2,1,14.0,Yes,2,3.0,1,2,3,Yes
616,45,Male,Human Resources,HR Manager,Other,Single,Travel_Rarely,1000.0,0,0,2.0,No,2,3.0,3,2,2,Yes
