delivery_id,date,rider_id,vehicle_type,zone,time_of_day,weather,traffic_condition,distance_km,shipment_weight_kg,order_volume_parcels,sla_minutes,delivery_time_min,delayed,fuel_cost_inr,delivery_cost_inr,customer_rating
DEL-10790,2026-06-11,RDR-024,Scooter,Zone D - East,Night (21-2),Clear,High,2.56,0.42,2,40,15.9,0,4.35,28.06,4.9
DEL-10769,2026-06-11,RDR-049,E-Bike,Zone D - East,Morning (6-11),Clear,Medium,7.27,2.57,4,40,32.8,0,3.99,28.67,5.0
DEL-10417,2026-06-11,RDR-042,Scooter,Zone A - Central,Evening (16-21),Clear,High,1.36,4.89,1,30,11.2,0,2.45,26.27,5.0
DEL-11020,2026-06-11,RDR-021,Motorbike,Zone B - North,Afternoon (11-16),Cloudy,Medium,2.97,2.22,4,35,15.5,0,7.07,33.75,5.0
DEL-10165,2026-06-11,RDR-017,E-Bike,Zone E - West,Afternoon (11-16),Clear,Medium,2.33,0.6,3,40,15.2,0,1.44,27.35,5.0
DEL-11503,2026-06-11,RDR-053,Scooter,Zone A - Central,Night (21-2),Clear,Low,3.24,1.73,2,30,11.3,0,6.29,36.69,4.8
DEL-11851,2026-06-11,RDR-028,E-Bike,Zone A - Central,Night (21-2),Rain,Medium,5.54,1.21,1,30,29.9,0,3.12,29.94,4.9
DEL-11238,2026-06-11,RDR-010,E-Bike,Zone C - South,Afternoon (11-16),Clear,Medium,5.41,1.83,1,35,22.7,0,3.27,29.35,5.0
DEL-11256,2026-06-11,RDR-010,Scooter,Zone D - East,Afternoon (11-16),Clear,Low,4.31,1.37,4,40,16.2,0,8.41,39.42,4.8
DEL-10600,2026-06-11,RDR-034,Scooter,Zone C - South,Afternoon (11-16),Clear,Medium,2.14,1.74,2,35,11.7,0,3.58,22.34,5.0
DEL-10447,2026-06-11,RDR-044,Motorbike,Zone A - Central,Night (21-2),Cloudy,Medium,3.86,1.33,1,30,19.9,0,8.43,34.43,5.0
DEL-10103,2026-06-11,RDR-034,Motorbike,Zone D - East,Morning (6-11),Clear,High,5.56,0.73,1,40,28.3,0,13.15,42.0,5.0
DEL-11923,2026-06-11,RDR-010,Scooter,Zone A - Central,Evening (16-21),Cloudy,Low,3.85,1.1,1,30,16.3,0,6.74,32.67,5.0
DEL-11406,2026-06-12,RDR-020,E-Bike,Zone E - West,Afternoon (11-16),Rain,Medium,1.7,2.7,1,40,15.6,0,0.92,25.25,4.4
DEL-10267,2026-06-12,RDR-055,Motorbike,Zone D - East,Afternoon (11-16),Clear,Low,8.65,1.89,1,40,26.7,0,18.03,41.2,5.0
DEL-11440,2026-06-12,RDR-046,E-Bike,Zone B - North,Morning (6-11),Clear,Medium,4.52,3.48,3,35,17.5,0,2.84,31.82,5.0
DEL-11006,2026-06-12,RDR-030,Motorbike,Zone E - West,Afternoon (11-16),Cloudy,Medium,5.86,2.66,2,40,23.7,0,12.76,35.22,5.0
DEL-10623,2026-06-12,RDR-015,Motorbike,Zone E - West,Evening (16-21),Cloudy,Medium,9.31,3.4,1,40,37.2,0,20.92,44.22,4.8
DEL-11900,2026-06-12,RDR-015,Motorbike,Zone B - North,Morning (6-11),Cloudy,Medium,5.53,7.68,3,35,19.0,0,12.78,46.45,5.0
DEL-10647,2026-06-12,RDR-038,Motorbike,Zone C - South,Morning (6-11),Clear,High,7.12,4.89,1,35,32.1,0,17.92,39.37,5.0
DEL-11411,2026-06-12,RDR-056,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,1.18,1.64,1,30,7.2,0,2.12,30.35,5.0
DEL-11273,2026-06-12,RDR-007,Scooter,Zone C - South,Afternoon (11-16),Cloudy,Low,3.46,3.32,3,35,19.5,0,6.24,31.58,4.9
DEL-10667,2026-06-12,RDR-001,Scooter,Zone C - South,Morning (6-11),Cloudy,Medium,6.91,2.8,2,35,24.6,0,13.0,38.26,4.8
DEL-11405,2026-06-12,RDR-027,Motorbike,Zone D - East,Afternoon (11-16),Rain,Low,4.45,2.29,1,40,22.1,0,9.5,40.75,4.8
DEL-11938,2026-06-12,RDR-004,Motorbike,Zone A - Central,Night (21-2),Clear,Medium,4.59,2.63,1,30,22.3,0,11.11,32.89,4.8
DEL-11358,2026-06-12,RDR-056,Scooter,Zone D - East,Night (21-2),Rain,Low,2.4,2.99,3,40,10.7,0,4.66,28.76,4.5
DEL-10721,2026-06-12,RDR-051,Scooter,Zone D - East,Evening (16-21),Clear,Low,2.71,1.33,2,40,14.4,0,5.12,33.85,5.0
DEL-10131,2026-06-12,RDR-055,Scooter,Zone A - Central,Evening (16-21),Clear,High,6.14,1.07,1,30,33.1,1,11.25,35.79,3.1
DEL-10332,2026-06-12,RDR-050,Scooter,Zone C - South,Evening (16-21),Clear,Medium,4.22,1.4,4,35,23.9,0,8.21,37.27,4.9
DEL-11390,2026-06-13,RDR-060,Scooter,Zone B - North,Night (21-2),Clear,Medium,3.45,2.13,1,35,15.3,0,6.3,30.87,5.0
DEL-11162,2026-06-13,RDR-047,Scooter,Zone B - North,Evening (16-21),Clear,Medium,1.54,0.96,1,35,7.1,0,2.83,30.59,4.5
DEL-10077,2026-06-13,RDR-001,Scooter,Zone B - North,Evening (16-21),Clear,Medium,2.25,3.39,2,35,10.4,0,3.65,31.18,4.6
DEL-11297,2026-06-13,RDR-039,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,10.46,1.08,3,30,36.6,1,19.78,44.5,4.2
DEL-10892,2026-06-13,RDR-040,E-Bike,Zone D - East,Night (21-2),Clear,High,1.07,2.14,1,40,11.5,0,0.61,30.79,5.0
DEL-11782,2026-06-13,RDR-009,Motorbike,Zone A - Central,Evening (16-21),Clear,High,7.33,1.9,1,30,35.9,1,18.05,43.62,4.5
DEL-11050,2026-06-13,RDR-023,E-Bike,Zone A - Central,Evening (16-21),Clear,High,2.04,11.44,1,30,8.5,0,1.29,47.38,4.9
DEL-11173,2026-06-13,RDR-028,Scooter,Zone A - Central,Morning (6-11),Clear,Medium,1.67,3.53,1,30,10.0,0,3.3,23.23,4.8
DEL-11724,2026-06-13,RDR-013,Motorbike,Zone B - North,Morning (6-11),Clear,High,3.97,3.46,2,35,26.7,0,9.39,35.96,4.9
DEL-10012,2026-06-13,RDR-009,E-Bike,Zone E - West,Evening (16-21),Cloudy,High,4.37,2.85,1,40,28.5,0,2.55,30.08,4.7
DEL-11826,2026-06-13,RDR-032,Scooter,Zone B - North,Afternoon (11-16),Cloudy,High,3.47,1.25,1,35,25.4,0,5.88,24.62,5.0
DEL-10124,2026-06-13,RDR-022,Scooter,Zone E - West,Afternoon (11-16),Cloudy,High,4.94,1.04,1,40,30.1,0,9.24,32.14,4.6
DEL-11601,2026-06-13,RDR-022,Scooter,Zone C - South,Evening (16-21),Clear,Low,3.14,0.61,1,35,13.5,0,5.68,33.94,4.8
DEL-10459,2026-06-13,RDR-044,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,5.97,1.34,1,35,22.5,0,10.45,35.73,5.0
DEL-10132,2026-06-13,RDR-019,Scooter,Zone C - South,Night (21-2),Cloudy,Medium,5.49,3.39,1,35,20.1,0,9.47,34.18,5.0
DEL-11965,2026-06-13,RDR-059,Motorbike,Zone D - East,Evening (16-21),Rain,Low,4.16,1.21,3,40,12.6,0,10.42,38.68,4.9
DEL-11072,2026-06-13,RDR-022,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,5.85,2.05,4,35,29.5,0,11.51,31.93,5.0
DEL-11583,2026-06-13,RDR-009,Motorbike,Zone E - West,Morning (6-11),Cloudy,Low,1.11,2.26,2,40,12.0,0,2.5,30.47,5.0
DEL-10577,2026-06-13,RDR-058,E-Bike,Zone C - South,Morning (6-11),Clear,Low,8.38,6.78,3,35,27.4,0,5.41,34.27,5.0
DEL-10147,2026-06-13,RDR-007,Motorbike,Zone B - North,Night (21-2),Clear,Medium,4.53,3.95,4,35,19.4,0,11.38,41.52,5.0
DEL-11269,2026-06-13,RDR-054,Scooter,Zone D - East,Afternoon (11-16),Clear,Medium,6.98,1.03,2,40,27.2,0,12.63,38.02,4.8
DEL-10304,2026-06-13,RDR-029,Motorbike,Zone E - West,Morning (6-11),Cloudy,Medium,3.76,4.28,1,40,14.1,0,8.34,33.46,4.9
DEL-10294,2026-06-13,RDR-016,Scooter,Zone A - Central,Evening (16-21),Clear,High,3.32,1.6,1,30,25.5,0,6.05,29.99,5.0
DEL-10080,2026-06-13,RDR-026,E-Bike,Zone A - Central,Afternoon (11-16),Cloudy,Medium,4.92,2.73,1,30,13.7,0,3.22,24.74,4.6
DEL-11207,2026-06-13,RDR-041,Scooter,Zone D - East,Evening (16-21),Clear,Medium,3.24,2.47,3,40,16.4,0,6.41,32.69,5.0
DEL-10914,2026-06-13,RDR-048,Motorbike,Zone A - Central,Morning (6-11),Clear,Low,2.54,4.32,2,30,10.7,0,5.82,28.94,5.0
DEL-10673,2026-06-13,RDR-025,Motorbike,Zone A - Central,Morning (6-11),Clear,Low,17.93,5.75,2,30,42.7,1,38.2,68.05,4.3
DEL-10307,2026-06-14,RDR-012,Scooter,Zone C - South,Afternoon (11-16),Cloudy,Medium,12.23,0.84,1,35,43.3,1,24.02,51.97,3.5
DEL-11128,2026-06-14,RDR-058,Scooter,Zone E - West,Evening (16-21),Clear,Medium,1.02,1.43,1,40,7.5,0,1.77,30.2,5.0
DEL-11447,2026-06-14,RDR-049,E-Bike,Zone D - East,Evening (16-21),Cloudy,Low,5.53,6.0,2,40,21.5,0,3.2,29.3,4.9
DEL-10864,2026-06-14,RDR-045,Scooter,Zone B - North,Morning (6-11),Clear,Medium,1.78,3.01,2,35,10.5,0,2.9,29.74,5.0
DEL-11513,2026-06-14,RDR-022,Scooter,Zone D - East,Evening (16-21),Cloudy,Low,2.09,3.67,2,40,10.3,0,4.05,26.52,4.8
DEL-10241,2026-06-14,RDR-038,E-Bike,Zone A - Central,Evening (16-21),Clear,Low,5.12,2.65,2,30,21.6,0,2.99,28.52,4.9
DEL-10706,2026-06-14,RDR-028,Scooter,Zone A - Central,Evening (16-21),Cloudy,High,2.03,1.43,2,30,9.9,0,3.77,20.57,5.0
DEL-10678,2026-06-14,RDR-038,E-Bike,Zone A - Central,Evening (16-21),Cloudy,Medium,0.85,1.99,2,30,5.1,0,0.49,27.4,4.7
DEL-10846,2026-06-14,RDR-034,Scooter,Zone D - East,Night (21-2),Rain,Medium,2.47,2.11,1,40,12.0,0,4.57,35.48,4.3
DEL-11472,2026-06-14,RDR-015,E-Bike,Zone C - South,Night (21-2),Clear,High,2.34,2.83,3,35,14.9,0,1.48,27.82,4.3
DEL-10252,2026-06-14,RDR-044,E-Bike,Zone D - East,Morning (6-11),Clear,Medium,1.23,1.62,2,40,10.1,0,0.76,26.9,5.0
DEL-11543,2026-06-14,RDR-055,Scooter,Zone B - North,Afternoon (11-16),Cloudy,High,3.79,1.1,2,35,22.5,0,6.18,32.46,5.0
DEL-11637,2026-06-14,RDR-028,Scooter,Zone A - Central,Morning (6-11),Cloudy,Medium,6.24,1.66,1,30,25.4,0,11.43,32.42,5.0
DEL-10141,2026-06-14,RDR-051,Scooter,Zone C - South,Evening (16-21),Clear,Medium,5.4,2.21,2,35,15.3,0,9.74,39.88,4.8
DEL-10659,2026-06-14,RDR-014,Motorbike,Zone C - South,Night (21-2),Cloudy,Low,2.1,1.65,1,35,4.0,0,4.59,33.88,4.7
DEL-10990,2026-06-14,RDR-028,Motorbike,Zone A - Central,Afternoon (11-16),Rain,High,3.64,3.09,1,30,22.4,0,8.02,34.59,4.5
DEL-10829,2026-06-14,RDR-034,Motorbike,Zone A - Central,Afternoon (11-16),Clear,Medium,1.45,2.26,2,30,10.9,0,3.23,27.2,5.0
DEL-10614,2026-06-14,RDR-038,E-Bike,Zone B - North,Afternoon (11-16),Clear,Low,4.31,1.86,1,35,13.9,0,2.54,31.68,5.0
DEL-11370,2026-06-14,RDR-058,E-Bike,Zone A - Central,Evening (16-21),Clear,Medium,2.89,1.98,1,30,13.8,0,1.65,27.34,5.0
DEL-10863,2026-06-15,RDR-051,Scooter,Zone C - South,Evening (16-21),Clear,Low,3.14,1.98,1,35,10.5,0,5.5,32.18,4.8
DEL-11423,2026-06-15,RDR-022,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,3.96,1.16,1,30,20.1,0,7.67,31.67,4.8
DEL-10042,2026-06-15,RDR-008,Scooter,Zone C - South,Morning (6-11),Clear,Medium,1.85,1.7,1,35,10.2,0,3.04,28.84,5.0
DEL-11518,2026-06-15,RDR-048,Scooter,Zone A - Central,Evening (16-21),Clear,High,2.83,2.46,1,30,15.0,0,5.35,31.83,5.0
DEL-11109,2026-06-15,RDR-017,Scooter,Zone C - South,Evening (16-21),Rain,Medium,1.94,2.73,1,35,18.8,0,3.69,33.0,5.0
DEL-11060,2026-06-15,RDR-033,E-Bike,Zone B - North,Night (21-2),Rain,High,4.68,1.75,1,35,41.7,1,2.64,31.06,3.7
DEL-10729,2026-06-15,RDR-041,Scooter,Zone C - South,Afternoon (11-16),Clear,High,4.47,1.05,2,35,23.0,0,8.43,30.9,5.0
DEL-11425,2026-06-15,RDR-010,E-Bike,Zone C - South,Evening (16-21),Clear,Medium,3.9,1.77,1,35,19.6,0,2.55,29.12,5.0
DEL-11584,2026-06-15,RDR-047,E-Bike,Zone B - North,Night (21-2),Clear,Medium,2.65,4.98,1,35,14.7,0,1.63,28.96,4.5
DEL-11409,2026-06-15,RDR-032,E-Bike,Zone A - Central,Evening (16-21),Clear,Medium,4.3,1.58,1,30,21.8,0,2.33,24.42,5.0
DEL-10642,2026-06-15,RDR-012,Scooter,Zone D - East,Afternoon (11-16),Rain,Medium,1.65,1.56,1,40,13.0,0,3.27,28.11,4.6
DEL-11071,2026-06-15,RDR-038,Scooter,Zone C - South,Evening (16-21),Cloudy,Medium,3.2,4.27,2,35,16.7,0,5.39,32.49,4.7
DEL-11794,2026-06-15,RDR-058,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,2.58,2.68,2,30,12.4,0,4.3,30.8,4.8
DEL-11217,2026-06-15,RDR-029,Motorbike,Zone A - Central,Night (21-2),Cloudy,Medium,3.67,2.77,3,30,21.0,0,7.77,39.16,4.8
DEL-10030,2026-06-15,RDR-011,Motorbike,Zone A - Central,Afternoon (11-16),Cloudy,Medium,1.71,0.33,1,30,8.4,0,4.22,32.45,4.8
DEL-11178,2026-06-15,RDR-035,Motorbike,Zone D - East,Evening (16-21),Clear,Low,8.16,2.43,1,40,20.6,0,17.48,46.77,4.6
DEL-11690,2026-06-15,RDR-051,Scooter,Zone D - East,Night (21-2),Clear,Low,5.45,4.69,1,40,17.2,0,10.68,32.85,5.0
DEL-10524,2026-06-15,RDR-052,E-Bike,Zone D - East,Evening (16-21),Cloudy,Low,7.54,1.27,4,40,30.5,0,4.13,27.43,5.0
DEL-10207,2026-06-15,RDR-046,Motorbike,Zone E - West,Morning (6-11),Clear,Medium,1.4,1.98,1,40,6.8,0,2.98,26.38,5.0
DEL-10810,2026-06-15,RDR-041,E-Bike,Zone A - Central,Morning (6-11),Clear,High,7.15,4.4,1,30,44.8,1,4.15,32.92,4.0
DEL-10354,2026-06-15,RDR-036,Scooter,Zone D - East,Morning (6-11),Clear,High,2.72,0.34,1,40,16.9,0,5.34,28.28,5.0
DEL-11471,2026-06-15,RDR-015,Motorbike,Zone D - East,Evening (16-21),Clear,Low,3.07,1.68,2,40,13.8,0,6.37,29.47,5.0
DEL-10270,2026-06-15,RDR-013,E-Bike,Zone A - Central,Afternoon (11-16),Cloudy,Medium,3.29,0.98,1,30,19.8,0,1.84,28.09,4.9
DEL-10454,2026-06-15,RDR-007,Scooter,Zone C - South,Night (21-2),Rain,High,7.63,1.77,3,35,54.3,1,14.19,39.08,3.7
DEL-10380,2026-06-15,RDR-043,Scooter,Zone D - East,Evening (16-21),Clear,Medium,3.27,2.45,1,40,16.0,0,5.32,30.58,5.0
DEL-10314,2026-06-15,RDR-052,E-Bike,Zone E - West,Afternoon (11-16),Rain,Low,2.42,0.99,2,40,18.1,0,1.41,27.99,4.8
DEL-11823,2026-06-16,RDR-002,Motorbike,Zone B - North,Morning (6-11),Cloudy,Medium,5.15,3.64,1,35,24.5,0,12.51,30.29,4.9
DEL-10197,2026-06-16,RDR-020,E-Bike,Zone E - West,Afternoon (11-16),Clear,High,4.96,0.44,1,40,29.4,0,2.95,26.56,5.0
DEL-11736,2026-06-16,RDR-060,Scooter,Zone D - East,Evening (16-21),Cloudy,High,2.88,0.85,2,40,14.9,0,4.71,32.5,5.0
DEL-11575,2026-06-16,RDR-015,Scooter,Zone B - North,Afternoon (11-16),Clear,Low,11.21,1.24,2,35,38.9,1,21.51,46.71,4.0
DEL-10133,2026-06-16,RDR-045,Scooter,Zone C - South,Afternoon (11-16),Cloudy,Low,4.1,5.01,4,35,10.9,0,6.98,31.69,5.0
DEL-11931,2026-06-16,RDR-052,Motorbike,Zone A - Central,Morning (6-11),Clear,High,6.34,1.81,3,30,29.9,0,15.75,42.09,4.9
DEL-11215,2026-06-16,RDR-001,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,1.7,4.43,1,30,16.5,0,2.76,32.81,4.7
DEL-10192,2026-06-16,RDR-008,E-Bike,Zone D - East,Afternoon (11-16),Clear,High,0.62,2.13,2,40,7.5,0,0.34,25.4,4.9
DEL-11660,2026-06-16,RDR-045,Motorbike,Zone C - South,Evening (16-21),Clear,Low,2.67,3.25,3,35,10.7,0,6.52,33.57,5.0
DEL-11963,2026-06-16,RDR-027,Scooter,Zone C - South,Evening (16-21),Cloudy,Medium,4.13,0.84,1,35,17.5,0,6.86,32.16,4.6
DEL-11781,2026-06-16,RDR-046,E-Bike,Zone B - North,Afternoon (11-16),Clear,Low,1.68,1.09,4,35,9.4,0,0.95,27.63,4.9
DEL-11242,2026-06-16,RDR-060,Motorbike,Zone C - South,Evening (16-21),Clear,Low,1.85,5.07,1,35,11.7,0,4.02,28.88,5.0
DEL-11000,2026-06-16,RDR-018,Scooter,Zone D - East,Night (21-2),Clear,Low,1.4,1.08,1,40,11.1,0,2.32,30.67,4.8
DEL-10435,2026-06-16,RDR-020,Motorbike,Zone B - North,Afternoon (11-16),Clear,Medium,7.15,4.19,1,35,26.4,0,17.78,46.93,4.9
DEL-10637,2026-06-16,RDR-047,Scooter,Zone D - East,Afternoon (11-16),Cloudy,Medium,4.88,3.52,4,40,22.5,0,8.64,25.98,4.6
DEL-11507,2026-06-16,RDR-054,Motorbike,Zone B - North,Evening (16-21),Clear,Medium,2.57,2.46,2,35,11.7,0,5.62,34.0,5.0
DEL-11962,2026-06-16,RDR-044,E-Bike,Zone A - Central,Afternoon (11-16),Clear,Low,1.09,3.54,1,30,16.8,0,0.68,25.77,5.0
DEL-11092,2026-06-16,RDR-056,Motorbike,Zone B - North,Afternoon (11-16),Cloudy,Medium,4.66,1.57,1,35,15.4,0,10.63,35.57,5.0
DEL-10727,2026-06-16,RDR-048,Motorbike,Zone A - Central,Morning (6-11),Cloudy,Low,3.09,4.82,1,30,17.7,0,7.32,29.42,5.0
DEL-10593,2026-06-17,RDR-048,Scooter,Zone C - South,Night (21-2),Clear,High,3.13,1.06,3,35,19.9,0,6.04,27.02,4.9
DEL-11875,2026-06-17,RDR-008,Motorbike,Zone B - North,Morning (6-11),Clear,Medium,4.89,2.21,2,35,13.6,0,10.83,35.7,4.9
DEL-11119,2026-06-17,RDR-060,Scooter,Zone A - Central,Night (21-2),Clear,Medium,5.23,1.8,3,30,20.7,0,8.76,34.0,5.0
DEL-11073,2026-06-17,RDR-045,Scooter,Zone A - Central,Evening (16-21),Clear,Low,1.8,1.02,1,30,7.6,0,3.31,30.18,5.0
DEL-10135,2026-06-17,RDR-058,Scooter,Zone E - West,Morning (6-11),Clear,Low,4.68,5.53,1,40,19.1,0,8.17,29.8,5.0
DEL-10439,2026-06-17,RDR-008,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,4.66,1.7,2,30,20.4,0,8.03,30.85,4.8
DEL-11597,2026-06-17,RDR-049,Scooter,Zone C - South,Afternoon (11-16),Cloudy,Low,2.01,2.78,3,35,6.4,0,3.42,28.11,5.0
DEL-10546,2026-06-17,RDR-023,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,1.23,1.36,3,30,7.0,0,2.38,28.12,4.6
DEL-10186,2026-06-17,RDR-036,E-Bike,Zone E - West,Afternoon (11-16),Clear,High,4.45,7.41,3,40,24.5,0,2.68,33.1,4.7
DEL-11226,2026-06-17,RDR-022,Scooter,Zone A - Central,Afternoon (11-16),Clear,High,2.69,3.78,1,30,27.9,0,4.97,27.83,5.0
DEL-11221,2026-06-17,RDR-016,Scooter,Zone A - Central,Evening (16-21),Clear,Low,5.98,1.48,1,30,21.4,0,9.93,30.01,5.0
DEL-10670,2026-06-17,RDR-059,Scooter,Zone C - South,Night (21-2),Clear,Medium,5.56,3.65,1,35,26.1,0,10.26,41.75,5.0
DEL-10179,2026-06-17,RDR-046,Scooter,Zone C - South,Morning (6-11),Clear,Medium,2.37,1.82,4,35,17.0,0,3.96,31.11,5.0
DEL-11082,2026-06-17,RDR-032,Scooter,Zone A - Central,Afternoon (11-16),Cloudy,Medium,2.86,2.63,1,30,20.8,0,4.87,34.61,4.9
DEL-10226,2026-06-17,RDR-028,E-Bike,Zone B - North,Afternoon (11-16),Clear,Low,1.99,4.97,1,35,9.2,0,1.15,26.26,5.0
DEL-11272,2026-06-17,RDR-023,Motorbike,Zone D - East,Evening (16-21),Clear,Medium,4.11,1.8,2,40,21.8,0,10.38,37.84,4.8
DEL-10986,2026-06-17,RDR-006,Motorbike,Zone A - Central,Afternoon (11-16),Cloudy,Medium,1.21,0.98,1,30,7.6,0,2.66,27.82,4.5
DEL-10299,2026-06-17,RDR-017,Scooter,Zone B - North,Evening (16-21),Clear,Medium,2.49,1.42,1,35,22.6,0,4.1,31.73,5.0
DEL-11914,2026-06-17,RDR-057,Scooter,Zone E - West,Afternoon (11-16),Clear,Low,3.21,2.1,3,40,15.6,0,5.61,29.46,5.0
DEL-11040,2026-06-17,RDR-021,Motorbike,Zone A - Central,Morning (6-11),Cloudy,High,6.94,2.13,1,30,35.6,1,15.43,33.7,2.9
DEL-11365,2026-06-17,RDR-047,Scooter,Zone C - South,Evening (16-21),Rain,Medium,10.49,3.72,4,35,56.3,1,17.85,44.38,2.8
DEL-11895,2026-06-17,RDR-017,Motorbike,Zone D - East,Morning (6-11),Clear,High,4.14,3.47,1,40,21.8,0,9.77,36.41,4.7
DEL-11778,2026-06-17,RDR-045,Scooter,Zone C - South,Afternoon (11-16),Cloudy,High,0.73,2.46,1,35,6.6,0,1.27,21.72,5.0
DEL-11027,2026-06-17,RDR-037,E-Bike,Zone C - South,Morning (6-11),Clear,High,5.8,1.59,1,35,36.9,1,3.61,29.23,3.9
DEL-10069,2026-06-17,RDR-033,E-Bike,Zone B - North,Evening (16-21),Cloudy,Low,3.03,1.57,3,35,13.2,0,1.99,25.08,5.0
DEL-10144,2026-06-17,RDR-036,Scooter,Zone B - North,Night (21-2),Rain,High,3.21,1.21,2,35,21.4,0,6.34,26.31,5.0
DEL-11022,2026-06-17,RDR-041,E-Bike,Zone D - East,Afternoon (11-16),Rain,High,1.62,3.39,2,40,16.3,0,1.06,22.7,4.6
DEL-11718,2026-06-17,RDR-040,E-Bike,Zone B - North,Morning (6-11),Clear,Medium,2.83,2.91,1,35,25.5,0,1.84,30.06,5.0
DEL-11394,2026-06-17,RDR-025,Scooter,Zone E - West,Afternoon (11-16),Cloudy,Low,7.14,2.16,1,40,24.9,0,13.92,37.17,5.0
DEL-10418,2026-06-18,RDR-003,Motorbike,Zone A - Central,Evening (16-21),Clear,High,3.06,1.01,2,30,21.4,0,7.48,27.12,5.0
DEL-11627,2026-06-18,RDR-019,Motorbike,Zone E - West,Night (21-2),Clear,Medium,2.81,4.57,2,40,11.7,0,6.77,29.43,5.0
DEL-11901,2026-06-18,RDR-010,Scooter,Zone B - North,Afternoon (11-16),Clear,Low,11.94,1.49,2,35,38.7,1,23.23,51.3,3.7
DEL-11940,2026-06-18,RDR-015,Scooter,Zone D - East,Night (21-2),Clear,Medium,6.8,1.15,1,40,28.2,0,12.29,41.94,4.8
DEL-11160,2026-06-18,RDR-055,E-Bike,Zone B - North,Night (21-2),Clear,Medium,9.49,0.94,1,35,43.3,1,5.87,35.84,4.0
DEL-11239,2026-06-18,RDR-047,Scooter,Zone C - South,Evening (16-21),Clear,Medium,5.05,2.78,2,35,19.1,0,8.63,33.15,5.0
DEL-10273,2026-06-18,RDR-014,E-Bike,Zone C - South,Evening (16-21),Clear,Medium,3.05,3.57,1,35,18.7,0,1.95,33.18,5.0
DEL-10988,2026-06-18,RDR-045,Scooter,Zone D - East,Evening (16-21),Cloudy,Low,2.09,0.62,1,40,15.1,0,3.67,25.83,4.6
DEL-10452,2026-06-18,RDR-025,Scooter,Zone C - South,Evening (16-21),Cloudy,Medium,3.64,1.28,1,35,22.0,0,7.0,31.6,4.6
DEL-11559,2026-06-18,RDR-058,E-Bike,Zone B - North,Evening (16-21),Cloudy,High,2.28,3.05,1,35,15.8,0,1.3,27.85,4.8
DEL-11613,2026-06-18,RDR-041,Scooter,Zone D - East,Morning (6-11),Clear,Medium,1.55,0.52,1,40,13.3,0,2.93,25.03,4.8
DEL-10873,2026-06-18,RDR-054,Scooter,Zone B - North,Morning (6-11),Clear,Medium,7.77,4.58,1,35,32.1,0,12.6,39.25,5.0
DEL-11299,2026-06-18,RDR-022,Motorbike,Zone D - East,Morning (6-11),Clear,Medium,4.29,0.46,1,40,18.3,0,10.05,38.28,5.0
DEL-10122,2026-06-18,RDR-013,Scooter,Zone E - West,Morning (6-11),Cloudy,Low,5.27,7.59,1,40,18.3,0,9.42,41.26,5.0
DEL-10974,2026-06-18,RDR-026,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,1.31,2.28,2,35,14.8,0,2.55,27.27,5.0
DEL-11302,2026-06-18,RDR-048,Scooter,Zone C - South,Evening (16-21),Cloudy,Low,3.08,1.57,1,35,9.3,0,5.8,31.01,5.0
DEL-10248,2026-06-18,RDR-055,E-Bike,Zone C - South,Night (21-2),Clear,Medium,1.96,2.8,1,35,12.7,0,1.11,27.67,4.8
DEL-10671,2026-06-18,RDR-014,E-Bike,Zone B - North,Morning (6-11),Rain,High,9.76,1.72,1,35,77.4,1,6.29,32.71,3.6
DEL-11738,2026-06-18,RDR-044,Scooter,Zone D - East,Afternoon (11-16),Clear,Medium,1.87,1.03,1,40,12.5,0,3.36,27.47,5.0
DEL-11890,2026-06-18,RDR-006,Scooter,Zone D - East,Evening (16-21),Cloudy,Low,4.04,1.27,1,40,11.6,0,7.47,29.45,5.0
DEL-10351,2026-06-18,RDR-035,E-Bike,Zone E - West,Morning (6-11),Clear,Medium,3.62,1.97,1,40,27.2,0,2.3,26.43,5.0
DEL-10443,2026-06-19,RDR-035,Scooter,Zone E - West,Afternoon (11-16),Clear,Low,1.7,2.83,1,40,4.0,0,2.82,25.17,5.0
DEL-10878,2026-06-19,RDR-009,Scooter,Zone C - South,Afternoon (11-16),Clear,High,2.71,2.04,1,35,16.0,0,4.78,35.22,5.0
DEL-11463,2026-06-19,RDR-005,Motorbike,Zone C - South,Afternoon (11-16),Clear,Medium,1.98,2.4,4,35,11.3,0,4.69,26.43,5.0
DEL-10228,2026-06-19,RDR-002,E-Bike,Zone B - North,Evening (16-21),Clear,High,8.15,1.65,1,35,41.2,1,4.79,26.84,3.7
DEL-11512,2026-06-19,RDR-049,E-Bike,Zone E - West,Morning (6-11),Rain,Low,4.3,3.7,3,40,23.0,0,2.78,30.92,4.6
